country,year,item,r,n,survey,cc_rank,mean_r
Mexico,1990,party_act_female2,1,684,wvs_combo,322,1.5
Mexico,1990,party_act_female2,2,11,wvs_combo,322,1.5
Mexico,1990,party_female2,1,677,wvs_combo,322,1.5
Mexico,1990,party_female2,2,18,wvs_combo,322,1.5
Mexico,1990,party_worg2,1,677,wvs_combo,322,1.5
Mexico,1990,party_worg2,2,18,wvs_combo,322,1.5
Mexico,1990,prof_act_female2,1,685,wvs_combo,322,1.5
Mexico,1990,prof_act_female2,2,10,wvs_combo,322,1.5
Mexico,1990,prof_female2,1,676,wvs_combo,322,1.5
Mexico,1990,prof_female2,2,19,wvs_combo,322,1.5
Mexico,1990,prof_worg2,1,676,wvs_combo,322,1.5
Mexico,1990,prof_worg2,2,19,wvs_combo,322,1.5
Mexico,1990,union_act_female2,1,687,wvs_combo,322,1.5
Mexico,1990,union_act_female2,2,8,wvs_combo,322,1.5
Mexico,1990,union_female2,1,677,wvs_combo,322,1.5
Mexico,1990,union_female2,2,18,wvs_combo,322,1.5
Mexico,1990,union_worg2,1,677,wvs_combo,322,1.5
Mexico,1990,union_worg2,2,18,wvs_combo,322,1.5
Mexico,1990,womens_org2,1,674,wvs_combo,322,1.5
Mexico,1990,womens_org2,2,21,wvs_combo,322,1.5
Mexico,1990,womens_org_act_female2,1,678,wvs_combo,322,1.5
Mexico,1990,womens_org_act_female2,2,17,wvs_combo,322,1.5
Mexico,1995,union_female2,1,414,lb1995,322,1.5
Mexico,1995,union_female2,2,29,lb1995,322,1.5
Mexico,1996,party_act_female2,1,720,lb1996,322,1.5
Mexico,1996,party_act_female2,2,15,lb1996,322,1.5
Mexico,1996,union_act_female2,1,714,lb1996,322,1.5
Mexico,1996,union_act_female2,2,21,lb1996,322,1.5
Mexico,1998,party_act_female2,1,570,lb1998,322,1.5
Mexico,1998,party_act_female2,2,23,lb1998,322,1.5
Mexico,1998,prof_act_female2,1,563,lb1998,322,1.5
Mexico,1998,prof_act_female2,2,30,lb1998,322,1.5
Mexico,1998,union_act_female2,1,571,lb1998,322,1.5
Mexico,1998,union_act_female2,2,22,lb1998,322,1.5
Mexico,2000,party_act_female2,1,1357.9847514104167,"lb2000, wvs_combo",322,1.5
Mexico,2000,party_act_female2,2,38.00762936584863,"lb2000, wvs_combo",322,1.5
Mexico,2000,party_female2,1,789.5877408421893,wvs_combo,322,1.5
Mexico,2000,party_female2,2,16.404639934076243,wvs_combo,322,1.5
Mexico,2000,party_worg2,1,789.5877408421893,wvs_combo,322,1.5
Mexico,2000,party_worg2,2,16.404639934076243,wvs_combo,322,1.5
Mexico,2000,prof_act_female2,1,1368.9166529632075,"lb2000, wvs_combo",322,1.5
Mexico,2000,prof_act_female2,2,27.075727813057924,"lb2000, wvs_combo",322,1.5
Mexico,2000,prof_female2,1,792.7472824872266,wvs_combo,322,1.5
Mexico,2000,prof_female2,2,13.245098289038943,wvs_combo,322,1.5
Mexico,2000,prof_worg2,1,792.7472824872266,wvs_combo,322,1.5
Mexico,2000,prof_worg2,2,13.245098289038943,wvs_combo,322,1.5
Mexico,2000,union_act_female2,1,1377.7795894628748,"lb2000, wvs_combo",322,1.5
Mexico,2000,union_act_female2,2,18.212791313390618,"lb2000, wvs_combo",322,1.5
Mexico,2000,union_female2,1,780.4945582297617,wvs_combo,322,1.5
Mexico,2000,union_female2,2,25.497822546503894,wvs_combo,322,1.5
Mexico,2000,union_worg2,1,780.4945582297617,wvs_combo,322,1.5
Mexico,2000,union_worg2,2,25.497822546503894,wvs_combo,322,1.5
Mexico,2000,womens_org2,1,768.886999670343,wvs_combo,322,1.5
Mexico,2000,womens_org2,2,37.10538110592239,wvs_combo,322,1.5
Mexico,2000,womens_org_act_female2,1,769.8483933826783,wvs_combo,322,1.5
Mexico,2000,womens_org_act_female2,2,36.14398739358716,wvs_combo,322,1.5
Mexico,2001,union_female2,1,661,issp2000,322,1.5
Mexico,2001,union_female2,2,63,issp2000,322,1.5
Mexico,2003,union_female2,1,1384.5104908807941,"issp2002, lb2003",322,1.5
Mexico,2003,union_female2,2,99.02369659429402,"issp2002, lb2003",322,1.5
Mexico,2004,party_act_female2,1,1247.5391055485952,"amb_combo, lb2004",322,1.5
Mexico,2004,party_act_female2,2,146.71414274394292,"amb_combo, lb2004",322,1.5
Mexico,2004,party_act_female4,1,674,amb_combo,322,2.5
Mexico,2004,party_act_female4,2,68,amb_combo,322,2.5
Mexico,2004,party_act_female4,3,14,amb_combo,322,2.5
Mexico,2004,party_act_female4,4,11,amb_combo,322,2.5
Mexico,2004,party_worg_act_female4,1,674,amb_combo,322,2.5
Mexico,2004,party_worg_act_female4,2,68,amb_combo,322,2.5
Mexico,2004,party_worg_act_female4,3,14,amb_combo,322,2.5
Mexico,2004,party_worg_act_female4,4,11,amb_combo,322,2.5
Mexico,2004,prof_act_female2,1,708,amb_combo,322,1.5
Mexico,2004,prof_act_female2,2,59,amb_combo,322,1.5
Mexico,2004,prof_act_female4,1,708,amb_combo,322,2.5
Mexico,2004,prof_act_female4,2,28,amb_combo,322,2.5
Mexico,2004,prof_act_female4,3,18,amb_combo,322,2.5
Mexico,2004,prof_act_female4,4,13,amb_combo,322,2.5
Mexico,2004,prof_worg_act_female4,1,708,amb_combo,322,2.5
Mexico,2004,prof_worg_act_female4,2,28,amb_combo,322,2.5
Mexico,2004,prof_worg_act_female4,3,18,amb_combo,322,2.5
Mexico,2004,prof_worg_act_female4,4,13,amb_combo,322,2.5
Mexico,2004,union_act_female2,1,708,amb_combo,322,1.5
Mexico,2004,union_act_female2,2,60,amb_combo,322,1.5
Mexico,2004,union_act_female4,1,708,amb_combo,322,2.5
Mexico,2004,union_act_female4,2,33,amb_combo,322,2.5
Mexico,2004,union_act_female4,3,16,amb_combo,322,2.5
Mexico,2004,union_act_female4,4,11,amb_combo,322,2.5
Mexico,2004,union_worg_act_female4,1,708,amb_combo,322,2.5
Mexico,2004,union_worg_act_female4,2,33,amb_combo,322,2.5
Mexico,2004,union_worg_act_female4,3,16,amb_combo,322,2.5
Mexico,2004,union_worg_act_female4,4,11,amb_combo,322,2.5
Mexico,2005,act_female4,1,333.45573823171713,lb2005,322,2.5
Mexico,2005,act_female4,2,94.74412597802056,lb2005,322,2.5
Mexico,2005,act_female4,3,160.54269416060436,lb2005,322,2.5
Mexico,2005,act_female4,4,35.56794368365549,lb2005,322,2.5
Mexico,2005,party_act_female2,1,1124.4023935477044,"lb2005, lb2005",322,1.5
Mexico,2005,party_act_female2,2,130.5389499892495,"lb2005, lb2005",322,1.5
Mexico,2005,party_act_female4a,1,510.6741647662511,lb2005,322,2.5
Mexico,2005,party_act_female4a,2,46.795441365961025,lb2005,322,2.5
Mexico,2005,party_act_female4a,3,46.66346743677026,lb2005,322,2.5
Mexico,2005,party_act_female4a,4,14.848199312631806,lb2005,322,2.5
Mexico,2005,party_female2,1,618.3374552594822,lb2005,322,1.5
Mexico,2005,party_female2,2,17.622615395857203,lb2005,322,1.5
Mexico,2005,prof_act_female2,1,618.2021455889869,lb2005,322,1.5
Mexico,2005,prof_act_female2,2,17.757925066352755,lb2005,322,1.5
Mexico,2005,prof_female2,1,601.5625240921305,lb2005,322,1.5
Mexico,2005,prof_female2,2,34.397546563209104,lb2005,322,1.5
Mexico,2005,union_act_female2,1,620.7384856945255,lb2005,322,1.5
Mexico,2005,union_act_female2,2,15.22158496081404,lb2005,322,1.5
Mexico,2005,union_female2,1,605.4063792131814,lb2005,322,1.5
Mexico,2005,union_female2,2,30.55369144215816,lb2005,322,1.5
Mexico,2006,party_act_female2,1,1261,"amb_combo, issp2004",322,1.5
Mexico,2006,party_act_female2,2,150,"amb_combo, issp2004",322,1.5
Mexico,2006,party_act_female4,1,666,amb_combo,322,2.5
Mexico,2006,party_act_female4,2,60,amb_combo,322,2.5
Mexico,2006,party_act_female4,3,37,amb_combo,322,2.5
Mexico,2006,party_act_female4,4,21,amb_combo,322,2.5
Mexico,2006,party_female2,1,563,issp2004,322,1.5
Mexico,2006,party_female2,2,64,issp2004,322,1.5
Mexico,2006,party_worg_act_female4,1,666,amb_combo,322,2.5
Mexico,2006,party_worg_act_female4,2,60,amb_combo,322,2.5
Mexico,2006,party_worg_act_female4,3,37,amb_combo,322,2.5
Mexico,2006,party_worg_act_female4,4,21,amb_combo,322,2.5
Mexico,2006,prof_act_female2,1,719,amb_combo,322,1.5
Mexico,2006,prof_act_female2,2,67,amb_combo,322,1.5
Mexico,2006,prof_act_female4,1,719,amb_combo,322,2.5
Mexico,2006,prof_act_female4,2,29,amb_combo,322,2.5
Mexico,2006,prof_act_female4,3,29,amb_combo,322,2.5
Mexico,2006,prof_act_female4,4,9,amb_combo,322,2.5
Mexico,2006,prof_worg_act_female4,1,719,amb_combo,322,2.5
Mexico,2006,prof_worg_act_female4,2,29,amb_combo,322,2.5
Mexico,2006,prof_worg_act_female4,3,29,amb_combo,322,2.5
Mexico,2006,prof_worg_act_female4,4,9,amb_combo,322,2.5
Mexico,2006,union_act_female2,1,745,amb_combo,322,1.5
Mexico,2006,union_act_female2,2,40,amb_combo,322,1.5
Mexico,2006,union_act_female4,1,745,amb_combo,322,2.5
Mexico,2006,union_act_female4,2,22,amb_combo,322,2.5
Mexico,2006,union_act_female4,3,12,amb_combo,322,2.5
Mexico,2006,union_act_female4,4,6,amb_combo,322,2.5
Mexico,2006,union_female2,1,579,issp2004,322,1.5
Mexico,2006,union_female2,2,49,issp2004,322,1.5
Mexico,2006,union_worg_act_female4,1,745,amb_combo,322,2.5
Mexico,2006,union_worg_act_female4,2,22,amb_combo,322,2.5
Mexico,2006,union_worg_act_female4,3,12,amb_combo,322,2.5
Mexico,2006,union_worg_act_female4,4,6,amb_combo,322,2.5
Mexico,2006,unionpro_act_female2,1,591,issp2004,322,1.5
Mexico,2006,unionpro_act_female2,2,35,issp2004,322,1.5
Mexico,2006,unionpro_female2,1,565,issp2004,322,1.5
Mexico,2006,unionpro_female2,2,61,issp2004,322,1.5
Mexico,2007,party_act_female2,1,575,lb2007,322,1.5
Mexico,2007,party_act_female2,2,39,lb2007,322,1.5
Mexico,2007,party_female2,1,536,lb2007,322,1.5
Mexico,2007,party_female2,2,78,lb2007,322,1.5
Mexico,2007,unionpro_act_female2,1,591,lb2007,322,1.5
Mexico,2007,unionpro_act_female2,2,22,lb2007,322,1.5
Mexico,2007,unionpro_female2,1,578,lb2007,322,1.5
Mexico,2007,unionpro_female2,2,35,lb2007,322,1.5
Mexico,2008,party_act_female2,1,1255,"amb_combo, lb2008",322,1.5
Mexico,2008,party_act_female2,2,154,"amb_combo, lb2008",322,1.5
Mexico,2008,party_act_female4,1,686,amb_combo,322,2.5
Mexico,2008,party_act_female4,2,69,amb_combo,322,2.5
Mexico,2008,party_act_female4,3,25,amb_combo,322,2.5
Mexico,2008,party_act_female4,4,5,amb_combo,322,2.5
Mexico,2008,party_worg_act_female4,1,686,amb_combo,322,2.5
Mexico,2008,party_worg_act_female4,2,69,amb_combo,322,2.5
Mexico,2008,party_worg_act_female4,3,25,amb_combo,322,2.5
Mexico,2008,party_worg_act_female4,4,5,amb_combo,322,2.5
Mexico,2008,prof_act_female2,1,721,amb_combo,322,1.5
Mexico,2008,prof_act_female2,2,66,amb_combo,322,1.5
Mexico,2008,prof_act_female4,1,721,amb_combo,322,2.5
Mexico,2008,prof_act_female4,2,39,amb_combo,322,2.5
Mexico,2008,prof_act_female4,3,23,amb_combo,322,2.5
Mexico,2008,prof_act_female4,4,4,amb_combo,322,2.5
Mexico,2008,prof_worg_act_female4,1,721,amb_combo,322,2.5
Mexico,2008,prof_worg_act_female4,2,39,amb_combo,322,2.5
Mexico,2008,prof_worg_act_female4,3,23,amb_combo,322,2.5
Mexico,2008,prof_worg_act_female4,4,4,amb_combo,322,2.5
Mexico,2008,union_act_female2,1,1324,"amb_combo, lb2008",322,1.5
Mexico,2008,union_act_female2,2,85,"amb_combo, lb2008",322,1.5
Mexico,2008,union_act_female4,1,743,amb_combo,322,2.5
Mexico,2008,union_act_female4,2,18,amb_combo,322,2.5
Mexico,2008,union_act_female4,3,17,amb_combo,322,2.5
Mexico,2008,union_act_female4,4,7,amb_combo,322,2.5
Mexico,2008,union_female2,1,829,issp2007,322,1.5
Mexico,2008,union_female2,2,59,issp2007,322,1.5
Mexico,2008,union_worg_act_female4,1,743,amb_combo,322,2.5
Mexico,2008,union_worg_act_female4,2,18,amb_combo,322,2.5
Mexico,2008,union_worg_act_female4,3,17,amb_combo,322,2.5
Mexico,2008,union_worg_act_female4,4,7,amb_combo,322,2.5
Mexico,2008,womens_org_act_female4,1,675,amb_combo,322,2.5
Mexico,2008,womens_org_act_female4,2,41,amb_combo,322,2.5
Mexico,2008,womens_org_act_female4,3,46,amb_combo,322,2.5
Mexico,2008,womens_org_act_female4,4,19,amb_combo,322,2.5
Mexico,2009,union_female2,1,705.942063161427,issp2008,322,1.5
Mexico,2009,union_female2,2,41.319149400482026,issp2008,322,1.5
Mexico,2010,party_act_female2,1,655,amb_combo,322,1.5
Mexico,2010,party_act_female2,2,128,amb_combo,322,1.5
Mexico,2010,party_act_female4,1,655,amb_combo,322,2.5
Mexico,2010,party_act_female4,2,94,amb_combo,322,2.5
Mexico,2010,party_act_female4,3,29,amb_combo,322,2.5
Mexico,2010,party_act_female4,4,5,amb_combo,322,2.5
Mexico,2010,party_worg_act_female4,1,655,amb_combo,322,2.5
Mexico,2010,party_worg_act_female4,2,94,amb_combo,322,2.5
Mexico,2010,party_worg_act_female4,3,29,amb_combo,322,2.5
Mexico,2010,party_worg_act_female4,4,5,amb_combo,322,2.5
Mexico,2010,prof_act_female2,1,716,amb_combo,322,1.5
Mexico,2010,prof_act_female2,2,69,amb_combo,322,1.5
Mexico,2010,prof_act_female4,1,716,amb_combo,322,2.5
Mexico,2010,prof_act_female4,2,40,amb_combo,322,2.5
Mexico,2010,prof_act_female4,3,21,amb_combo,322,2.5
Mexico,2010,prof_act_female4,4,8,amb_combo,322,2.5
Mexico,2010,prof_worg_act_female4,1,716,amb_combo,322,2.5
Mexico,2010,prof_worg_act_female4,2,40,amb_combo,322,2.5
Mexico,2010,prof_worg_act_female4,3,21,amb_combo,322,2.5
Mexico,2010,prof_worg_act_female4,4,8,amb_combo,322,2.5
Mexico,2010,womens_org_act_female4,1,661,amb_combo,322,2.5
Mexico,2010,womens_org_act_female4,2,31,amb_combo,322,2.5
Mexico,2010,womens_org_act_female4,3,56,amb_combo,322,2.5
Mexico,2010,womens_org_act_female4,4,29,amb_combo,322,2.5
Mexico,2011,union_female2,1,774.9219312006388,issp2010,322,1.5
Mexico,2011,union_female2,2,63.22206897907309,issp2010,322,1.5
Mexico,2012,party_act_female2,1,714,amb_combo,322,1.5
Mexico,2012,party_act_female2,2,74,amb_combo,322,1.5
Mexico,2012,party_act_female4,1,714,amb_combo,322,2.5
Mexico,2012,party_act_female4,2,42,amb_combo,322,2.5
Mexico,2012,party_act_female4,3,26,amb_combo,322,2.5
Mexico,2012,party_act_female4,4,6,amb_combo,322,2.5
Mexico,2012,party_worg_act_female4,1,714,amb_combo,322,2.5
Mexico,2012,party_worg_act_female4,2,42,amb_combo,322,2.5
Mexico,2012,party_worg_act_female4,3,26,amb_combo,322,2.5
Mexico,2012,party_worg_act_female4,4,6,amb_combo,322,2.5
Mexico,2012,prof_act_female2,1,747,amb_combo,322,1.5
Mexico,2012,prof_act_female2,2,45,amb_combo,322,1.5
Mexico,2012,prof_act_female4,1,747,amb_combo,322,2.5
Mexico,2012,prof_act_female4,2,27,amb_combo,322,2.5
Mexico,2012,prof_act_female4,3,14,amb_combo,322,2.5
Mexico,2012,prof_act_female4,4,4,amb_combo,322,2.5
Mexico,2012,prof_worg_act_female4,1,747,amb_combo,322,2.5
Mexico,2012,prof_worg_act_female4,2,27,amb_combo,322,2.5
Mexico,2012,prof_worg_act_female4,3,14,amb_combo,322,2.5
Mexico,2012,prof_worg_act_female4,4,4,amb_combo,322,2.5
Mexico,2012,womens_org_act_female4,1,671,amb_combo,322,2.5
Mexico,2012,womens_org_act_female4,2,36,amb_combo,322,2.5
Mexico,2012,womens_org_act_female4,3,51,amb_combo,322,2.5
Mexico,2012,womens_org_act_female4,4,30,amb_combo,322,2.5
Mexico,2013,party_act_female2,1,454,lb2013,322,1.5
Mexico,2013,party_act_female2,2,141,lb2013,322,1.5
Mexico,2013,party_act_female4a,1,454,lb2013,322,2.5
Mexico,2013,party_act_female4a,2,85,lb2013,322,2.5
Mexico,2013,party_act_female4a,3,43,lb2013,322,2.5
Mexico,2013,party_act_female4a,4,13,lb2013,322,2.5
Mexico,2013,union_female2,1,744,issp2012,322,1.5
Mexico,2013,union_female2,2,52,issp2012,322,1.5
Mexico,2014,party_act_female2,1,677,amb_combo,322,1.5
Mexico,2014,party_act_female2,2,90,amb_combo,322,1.5
Mexico,2014,party_act_female4,1,677,amb_combo,322,2.5
Mexico,2014,party_act_female4,2,59,amb_combo,322,2.5
Mexico,2014,party_act_female4,3,27,amb_combo,322,2.5
Mexico,2014,party_act_female4,4,4,amb_combo,322,2.5
Mexico,2014,party_worg_act_female4,1,677,amb_combo,322,2.5
Mexico,2014,party_worg_act_female4,2,59,amb_combo,322,2.5
Mexico,2014,party_worg_act_female4,3,27,amb_combo,322,2.5
Mexico,2014,party_worg_act_female4,4,4,amb_combo,322,2.5
Mexico,2014,womens_org_act_female4,1,685,amb_combo,322,2.5
Mexico,2014,womens_org_act_female4,2,28,amb_combo,322,2.5
Mexico,2014,womens_org_act_female4,3,37,amb_combo,322,2.5
Mexico,2014,womens_org_act_female4,4,17,amb_combo,322,2.5
Mexico,2015,party_act_female2,1,476,lb2015,322,1.5
Mexico,2015,party_act_female2,2,133,lb2015,322,1.5
Mexico,2015,party_act_female4a,1,476,lb2015,322,2.5
Mexico,2015,party_act_female4a,2,72,lb2015,322,2.5
Mexico,2015,party_act_female4a,3,44,lb2015,322,2.5
Mexico,2015,party_act_female4a,4,17,lb2015,322,2.5
Mexico,2015,union_female2,1,502,issp2013,322,1.5
Mexico,2015,union_female2,2,46,issp2013,322,1.5
Mexico,2016,party_act_female2,1,642,amb_combo,322,1.5
Mexico,2016,party_act_female2,2,129,amb_combo,322,1.5
Mexico,2016,party_act_female4,1,642,amb_combo,322,2.5
Mexico,2016,party_act_female4,2,95,amb_combo,322,2.5
Mexico,2016,party_act_female4,3,25,amb_combo,322,2.5
Mexico,2016,party_act_female4,4,9,amb_combo,322,2.5
Mexico,2016,party_worg_act_female4,1,642,amb_combo,322,2.5
Mexico,2016,party_worg_act_female4,2,95,amb_combo,322,2.5
Mexico,2016,party_worg_act_female4,3,25,amb_combo,322,2.5
Mexico,2016,party_worg_act_female4,4,9,amb_combo,322,2.5
Mexico,2016,womens_org_act_female4,1,645,amb_combo,322,2.5
Mexico,2016,womens_org_act_female4,2,43,amb_combo,322,2.5
Mexico,2016,womens_org_act_female4,3,48,amb_combo,322,2.5
Mexico,2016,womens_org_act_female4,4,37,amb_combo,322,2.5
Mexico,2018,party_female2,1,762.8985955714819,wvs_combo,322,1.5
Mexico,2018,party_female2,2,145.21467173345562,wvs_combo,322,1.5
Mexico,2018,party_worg2,1,762.8985955714819,wvs_combo,322,1.5
Mexico,2018,party_worg2,2,145.21467173345562,wvs_combo,322,1.5
Mexico,2018,prof_female2,1,756.2682739231209,wvs_combo,322,1.5
Mexico,2018,prof_female2,2,150.73148731821067,wvs_combo,322,1.5
Mexico,2018,prof_worg2,1,756.2682739231209,wvs_combo,322,1.5
Mexico,2018,prof_worg2,2,150.73148731821067,wvs_combo,322,1.5
Mexico,2018,union_female2,1,1210.5615375168097,"issp2017, wvs_combo",322,1.5
Mexico,2018,union_female2,2,212.55172978812774,"issp2017, wvs_combo",322,1.5
Mexico,2018,union_worg2,1,765.5615375168097,wvs_combo,322,1.5
Mexico,2018,union_worg2,2,142.55172978812774,wvs_combo,322,1.5
Mexico,2018,womens_org2,1,738.406694726146,wvs_combo,322,1.5
Mexico,2018,womens_org2,2,169.70657257879157,wvs_combo,322,1.5
Mexico,2019,party_act_female2,1,662,amb_combo,322,1.5
Mexico,2019,party_act_female2,2,131,amb_combo,322,1.5
Mexico,2019,party_act_female4,1,662,amb_combo,322,2.5
Mexico,2019,party_act_female4,2,96,amb_combo,322,2.5
Mexico,2019,party_act_female4,3,27,amb_combo,322,2.5
Mexico,2019,party_act_female4,4,8,amb_combo,322,2.5
Mexico,2019,party_worg_act_female4,1,662,amb_combo,322,2.5
Mexico,2019,party_worg_act_female4,2,96,amb_combo,322,2.5
Mexico,2019,party_worg_act_female4,3,27,amb_combo,322,2.5
Mexico,2019,party_worg_act_female4,4,8,amb_combo,322,2.5
Mexico,2019,womens_org_act_female4,1,694,amb_combo,322,2.5
Mexico,2019,womens_org_act_female4,2,35,amb_combo,322,2.5
Mexico,2019,womens_org_act_female4,3,39,amb_combo,322,2.5
Mexico,2019,womens_org_act_female4,4,21,amb_combo,322,2.5
Mexico,2020,party_act_female2,1,521.3861962807339,lb2020,322,1.5
Mexico,2020,party_act_female2,2,92.88679951741068,lb2020,322,1.5
Mexico,2020,party_act_female4a,1,521.3861962807339,lb2020,322,2.5
Mexico,2020,party_act_female4a,2,70.38149519490786,lb2020,322,2.5
Mexico,2020,party_act_female4a,3,20.658152015642553,lb2020,322,2.5
Mexico,2020,party_act_female4a,4,1.8471523068602576,lb2020,322,2.5
Colombia,1996,party_act_female2,1,596,lb1996,306,1.5
Colombia,1996,party_act_female2,2,18,lb1996,306,1.5
Colombia,1996,union_act_female2,1,604,lb1996,306,1.5
Colombia,1996,union_act_female2,2,10,lb1996,306,1.5
Colombia,1998,party_act_female2,1,566,lb1998,306,1.5
Colombia,1998,party_act_female2,2,37,lb1998,306,1.5
Colombia,1998,prof_act_female2,1,526,lb1998,306,1.5
Colombia,1998,prof_act_female2,2,77,lb1998,306,1.5
Colombia,1998,union_act_female2,1,585,lb1998,306,1.5
Colombia,1998,union_act_female2,2,18,lb1998,306,1.5
Colombia,2000,party_act_female2,1,601.0942581157475,lb2000,306,1.5
Colombia,2000,party_act_female2,2,20.08584897004653,lb2000,306,1.5
Colombia,2000,prof_act_female2,1,539.319999956666,lb2000,306,1.5
Colombia,2000,prof_act_female2,2,81.86010712912788,lb2000,306,1.5
Colombia,2000,union_act_female2,1,594.5454095451208,lb2000,306,1.5
Colombia,2000,union_act_female2,2,26.634697540673432,lb2000,306,1.5
Colombia,2003,union_female2,1,607.705662755963,lb2003,306,1.5
Colombia,2003,union_female2,2,3.699182120619748,lb2003,306,1.5
Colombia,2004,party_act_female2,1,1119.7827441995923,"amb_combo, lb2004",306,1.5
Colombia,2004,party_act_female2,2,226.53087303621962,"amb_combo, lb2004",306,1.5
Colombia,2004,party_act_female4,1,532,amb_combo,306,2.5
Colombia,2004,party_act_female4,2,154,amb_combo,306,2.5
Colombia,2004,party_act_female4,3,26,amb_combo,306,2.5
Colombia,2004,party_act_female4,4,7,amb_combo,306,2.5
Colombia,2004,party_worg_act_female4,1,532,amb_combo,306,2.5
Colombia,2004,party_worg_act_female4,2,154,amb_combo,306,2.5
Colombia,2004,party_worg_act_female4,3,26,amb_combo,306,2.5
Colombia,2004,party_worg_act_female4,4,7,amb_combo,306,2.5
Colombia,2004,prof_act_female2,1,622,amb_combo,306,1.5
Colombia,2004,prof_act_female2,2,102,amb_combo,306,1.5
Colombia,2004,prof_act_female4,1,622,amb_combo,306,2.5
Colombia,2004,prof_act_female4,2,57,amb_combo,306,2.5
Colombia,2004,prof_act_female4,3,33,amb_combo,306,2.5
Colombia,2004,prof_act_female4,4,12,amb_combo,306,2.5
Colombia,2004,prof_worg_act_female4,1,622,amb_combo,306,2.5
Colombia,2004,prof_worg_act_female4,2,57,amb_combo,306,2.5
Colombia,2004,prof_worg_act_female4,3,33,amb_combo,306,2.5
Colombia,2004,prof_worg_act_female4,4,12,amb_combo,306,2.5
Colombia,2005,act_female4,1,387,lb2005,306,2.5
Colombia,2005,act_female4,2,102,lb2005,306,2.5
Colombia,2005,act_female4,3,103,lb2005,306,2.5
Colombia,2005,act_female4,4,19,lb2005,306,2.5
Colombia,2005,party_act_female2,1,1134,"lb2005, lb2005",306,1.5
Colombia,2005,party_act_female2,2,101,"lb2005, lb2005",306,1.5
Colombia,2005,party_act_female4a,1,511,lb2005,306,2.5
Colombia,2005,party_act_female4a,2,63,lb2005,306,2.5
Colombia,2005,party_act_female4a,3,27,lb2005,306,2.5
Colombia,2005,party_act_female4a,4,6,lb2005,306,2.5
Colombia,2005,party_female2,1,623,lb2005,306,1.5
Colombia,2005,party_female2,2,5,lb2005,306,1.5
Colombia,2005,prof_act_female2,1,619,lb2005,306,1.5
Colombia,2005,prof_act_female2,2,9,lb2005,306,1.5
Colombia,2005,prof_female2,1,604,lb2005,306,1.5
Colombia,2005,prof_female2,2,24,lb2005,306,1.5
Colombia,2005,union_act_female2,1,625,lb2005,306,1.5
Colombia,2005,union_act_female2,2,3,lb2005,306,1.5
Colombia,2005,union_female2,1,623,lb2005,306,1.5
Colombia,2005,union_female2,2,5,lb2005,306,1.5
Colombia,2006,party_act_female2,1,651,amb_combo,306,1.5
Colombia,2006,party_act_female2,2,92,amb_combo,306,1.5
Colombia,2006,party_act_female4,1,651,amb_combo,306,2.5
Colombia,2006,party_act_female4,2,77,amb_combo,306,2.5
Colombia,2006,party_act_female4,3,14,amb_combo,306,2.5
Colombia,2006,party_act_female4,4,1,amb_combo,306,2.5
Colombia,2006,party_worg_act_female4,1,651,amb_combo,306,2.5
Colombia,2006,party_worg_act_female4,2,77,amb_combo,306,2.5
Colombia,2006,party_worg_act_female4,3,14,amb_combo,306,2.5
Colombia,2006,party_worg_act_female4,4,1,amb_combo,306,2.5
Colombia,2006,prof_act_female2,1,682,amb_combo,306,1.5
Colombia,2006,prof_act_female2,2,60,amb_combo,306,1.5
Colombia,2006,prof_act_female4,1,682,amb_combo,306,2.5
Colombia,2006,prof_act_female4,2,31,amb_combo,306,2.5
Colombia,2006,prof_act_female4,3,20,amb_combo,306,2.5
Colombia,2006,prof_act_female4,4,9,amb_combo,306,2.5
Colombia,2006,prof_worg_act_female4,1,682,amb_combo,306,2.5
Colombia,2006,prof_worg_act_female4,2,31,amb_combo,306,2.5
Colombia,2006,prof_worg_act_female4,3,20,amb_combo,306,2.5
Colombia,2006,prof_worg_act_female4,4,9,amb_combo,306,2.5
Colombia,2006,union_act_female2,1,717,amb_combo,306,1.5
Colombia,2006,union_act_female2,2,24,amb_combo,306,1.5
Colombia,2006,union_act_female4,1,717,amb_combo,306,2.5
Colombia,2006,union_act_female4,2,18,amb_combo,306,2.5
Colombia,2006,union_act_female4,3,5,amb_combo,306,2.5
Colombia,2006,union_act_female4,4,1,amb_combo,306,2.5
Colombia,2006,union_worg_act_female4,1,717,amb_combo,306,2.5
Colombia,2006,union_worg_act_female4,2,18,amb_combo,306,2.5
Colombia,2006,union_worg_act_female4,3,5,amb_combo,306,2.5
Colombia,2006,union_worg_act_female4,4,1,amb_combo,306,2.5
Colombia,2007,party_act_female2,1,571.7347307276184,lb2007,306,1.5
Colombia,2007,party_act_female2,2,38.08885528900804,lb2007,306,1.5
Colombia,2007,party_female2,1,498.10343370206925,lb2007,306,1.5
Colombia,2007,party_female2,2,111.72015231455717,lb2007,306,1.5
Colombia,2007,unionpro_act_female2,1,604.1149372231878,lb2007,306,1.5
Colombia,2007,unionpro_act_female2,2,6.5632463774860685,lb2007,306,1.5
Colombia,2007,unionpro_female2,1,595.6748766807357,lb2007,306,1.5
Colombia,2007,unionpro_female2,2,15.003306919938272,lb2007,306,1.5
Colombia,2008,party_act_female2,1,1187.4840944469502,"amb_combo, lb2008",306,1.5
