party,state,name,letra,type,fem,n,year
PAN,,Jaime Mauricio Rojas Silva (aún no redactado),e,smd,,43,2015
PAN,Tercera,Janette Ovando Reazola (aún no redactado),e,pr,1,44,2015
PAN,,Jorge López Martín (aún no redactado),e,smd,,45,2015
PAN,Cuarta,Jorge Roldán Pérez (aún no redactado),e,pr,,46,2015
PAN,,Jorge Triana Tena,e,smd,,47,2015
PAN,,José Adrián González Navarro (aún no redactado),é,smd,,48,2015
PAN,Quinta,José Antonio Salas Valencia (aún no redactado),é,pr,,49,2015
PAN,,José Armando Jasso Silva,é,smd,,50,2015
PAN,,José Eduardo Ojeda Guerrero (aún no redactado),é,smd,,51,2015
PAN,,José Everardo López Córdova (aún no redactado),é,smd,,52,2015
PAN,Primera,José Hernán Cortés Berumen (aún no redactado),é,pr,,53,2015
PAN,Primera,José Teodoro Barraza López (aún no redactado),é,pr,,54,2015
PAN,,René Mandujano Tinajero (aún no redactado),é,smd,,55,2015
PAN,,J. Apolinar Casillas Gutiérrez (aún no redactado),J,smd,,56,2015
PAN,Quinta,Gretel Culin Jaime,l,pr,,57,2015
PAN,Segunda,Leonel Gerardo Cordero Lerma (aún no redactado),l,pr,,58,2015
PAN,Quinta,Marisol Vargas Bárcena (aún no redactado),l,pr,1,59,2015
PAN,,Miguel Ángel Huepa Pérez (aún no redactado),l,smd,,60,2015
PAN,Segunda,Miguel Ángel Salim Alle (aún no redactado),l,pr,,61,2015
PAN,Primera,Rafael Valenzuela Armas (aún no redactado),l,pr,,62,2015
PAN,,Adrián Gutiérrez Morales (aún no redactado),n,smd,,63,2015
PAN,,Allan Michel León Aguirre (aún no redactado),n,smd,,64,2015
PAN,,Christian Alejandro Carrillo Fregoso (aún no redactado),n,smd,,65,2015
PAN,,Exaltación González Ceceña (aún no redactado),n,smd,,66,2015
PAN,Tercera,Joaquín Díaz Mena,n,pr,,67,2015
PAN,,Juan Blanco Zaldívar,n,smd,,68,2015
PAN,,Juan Carlos Ruiz García (aún no redactado),n,smd,,69,2015
PAN,,Juan Luis de Anda Mata (aún no redactado),n,smd,,70,2015
PAN,,Juan Pablo Piña Kurczyn (aún no redactado),n,smd,,71,2015
PAN,,Román Francisco Cortés Lugo (aún no redactado),n,smd,,72,2015
PAN,,Rubén Garrido Muñoz (aún no redactado),n,smd,1,73,2015
PAN,Segunda,Alfredo Javier Rodríguez Dávila (aún no redactado),o,pr,,74,2015
PAN,Primera,Alfredo Miguel Herrera Deras (aún no redactado),o,pr,,75,2015
PAN,Segunda,Armando Alejandro Rivera Castillejos (aún no redactado),o,pr,,76,2015
PAN,,Eduardo Nava Bolaños,o,smd,,77,2015
PAN,,Francisco José Gutiérrez de Velasco Urtaza (aún no redactado),o,smd,,78,2015
PAN,,Gerardo Federico Salas Díaz (aún no redactado),o,smd,,79,2015
PAN,,Gerardo Gabriel Cuanalo Santos (aún no redactado),o,smd,,80,2015
PAN,Primera,Herminio Corral Estrada (aún no redactado),o,pr,,81,2015
PAN,,Hugo Alejo Domínguez (aún no redactado),o,smd,,82,2015
PAN,Cuarta,Jacobo Soto Pizano (aún no redactado),o,pr,,83,2015
PAN,Segunda,Marco Antonio Gama Basarte,o,pr,,84,2015
PAN,Quinta,Marko Cortés Mendoza,o,pr,,85,2015
PAN,,Máximo García López,o,smd,,86,2015
PAN,,Rocío Matesanz Santamaría (aún no redactado),o,smd,1,87,2015
PAN,,Rosario Rodríguez Rubio,o,smd,1,88,2015
PAN,Cuarta,Santiago Taboada Cortina,o,pr,,89,2015
PAN,,Sergio Emilio Gómez Olivier (aún no redactado),o,smd,,90,2015
PAN,,Wenceslao Martínez Santos (aún no redactado),o,smd,,91,2015
PAN,Segunda,Baltazar Martínez Montemayor (aún no redactado),r,pr,,92,2015
PAN,Segunda,César Augusto Rendón García,r,pr,,93,2015
PAN,Segunda,César Flores Sosa (aún no redactado),r,pr,,94,2015
PAN,,Héctor Barrera Marmolejo (aún no redactado),r,smd,,95,2015
PAN,,Javier Antonio Neblina Vega (aún no redactado),r,smd,,96,2015
PAN,,Javier Bolaños Aguilar,r,smd,,97,2015
PAN,,Óscar Daniel Hernández Morales (aún no redactado),r,smd,,98,2015
PAN,,Víctor Ernesto Ibarra Montoya (aún no redactado),r,smd,,99,2015
PAN,Quinta,Carlos Bello Otero (aún no redactado),s,pr,,100,2015
PAN,,Carlos de la Fuente Flores,s,smd,,101,2015
PAN,,Elías Octavio Íñiguez Mejía (aún no redactado),s,smd,,102,2015
PAN,Primera,Luis Agustín Rodríguez Torres (aún no redactado),s,pr,,103,2015
PAN,Tercera,Luis de León Martínez Sánchez (aún no redactado),s,pr,,104,2015
PAN,Quinta,Luis Fernando Antero Valle,s,pr,,105,2015
PAN,Primera,Luis Fernando Mesta Soulé (aún no redactado),s,pr,,106,2015
PAN,Quinta,Ulises Ramírez Núñez (aún no redactado),s,pr,,107,2015
PAN,Tercera,Nelly del Carmen Márquez Zapata (aún no redactado),y,pr,1,108,2015
PAN,,Luz Argelia Paniagua,z,smd,1,109,2015
,,,,,,,2015
PES,Quinta,Ana Guadalupe Perea Santos (aún no redactado),a,pr,1,1,2015
PES,Primera,Cynthia Gissel García Soberanes,a,pr,1,2,2015
PES,Cuarta,Melissa Torres Sandoval (aún no redactado),a,pr,1,3,2015
PES,Primera,Norma Edith Martínez Guzmán (aún no redactado),a,pr,1,4,2015
PES,Primera,José Alfredo Ferreiro Velazco (aún no redactado),é,pr,,5,2015
PES,Quinta,Abel Cruz (aún no redactado),l,pr,,6,2015
PES,Tercera,Gonzalo Guizar Valladares (aún no redactado),o,pr,,7,2015
PES,Cuarta,Justo Federico Escobedo Miramontes (aún no redactado),o,pr,,8,2015
PES,Segunda,Abdies Pineda Morín (aún no redactado),s,pr,,9,2015
,,,,,,,2015
PRD,Cuarta,Cecilia Soto,a,pr,1,1,2015
PRD,Cuarta,Cristina Ismene Gaytán Hernández (aún no redactado),a,pr,1,2,2015
PRD,Cuarta,Dimna Guadalupe Salgado Apatiga (aún no redactado),a,pr,1,3,2015
PRD,,Erika Irazema Briones Pérez (aún no redactado),a,smd,1,4,2015
PRD,,Eva Florinda Cruz Molina (aún no redactado),a,smd,1,5,2015
PRD,Primera,Hortensia Aragón Castillo,a,pr,1,6,2015
PRD,Tercera,Isaura Ivanova Pool Pech (aún no redactado),a,pr,1,7,2015
PRD,,Lucía Meza Guzmán,a,smd,1,8,2015
PRD,Quinta,María Elida Castelán Mondragón (aún no redactado),a,pr,1,9,2015
PRD,Quinta,María Luisa Beltrán Reyes (aún no redactado),a,pr,1,10,2015
PRD,Cuarta,Maricela Contreras Julián,a,pr,1,11,2015
PRD,,Martha Laura Almaraz Domínguez (aún no redactado),a,smd,1,12,2015
PRD,Segunda,Tania Victoria Arguijo Herrera (aún no redactado),a,pr,1,13,2015
PRD,,David Gerson García Calderón (aún no redactado),d,smd,,14,2015
PRD,Quinta,David Jiménez Rumbo,d,pr,,15,2015
PRD,Tercera,Felipe Reyes Álvarez (aún no redactado),e,pr,,16,2015
PRD,Primera,Guadalupe Acosta Naranjo,e,pr,1,17,2015
PRD,,José Antonio Estefan Garfias,é,smd,,18,2015
PRD,,José Carlos Camacho Díaz (aún no redactado),é,smd,,19,2015
PRD,,José Santiago López (aún no redactado),é,smd,,20,2015
PRD,,Araceli Madrigal Sánchez (aún no redactado),i,smd,1,21,2015
PRD,,Araceli Saucedo Reyes (aún no redactado),i,smd,1,22,2015
PRD,,Erick Arturo Figueroa Ovando (aún no redactado),k,smd,,23,2015
PRD,,Erik Juárez Blanquet,k,smd,,24,2015
PRD,,Ángel II Alanís Pedraza (aún no redactado),l,smd,,25,2015
PRD,,Daniel Ordóñez Hernández (aún no redactado),l,smd,,26,2015
PRD,Quinta,Fidel Calderón Torreblanca (aún no redactado),l,pr,,27,2015
PRD,,Marisol Ayala Ambrosio (aún no redactado),l,smd,1,28,2015
PRD,Quinta,Miriam Tinoco Soto (aún no redactado),m,pr,1,29,2015
PRD,Segunda,Agustín Basave Benítez,n,pr,,30,2015
PRD,,Evelyn Parra Álvarez,n,smd,1,31,2015
PRD,Cuarta,Juan Fernando Rubio Quiroz (aún no redactado),n,pr,,32,2015
PRD,Quinta,Karen Hurtado Arana (aún no redactado),n,pr,1,33,2015
PRD,Tercera,Karen Orney Ramírez Peralta (aún no redactado),n,pr,1,34,2015
PRD,,Armando Soto Espino (aún no redactado),o,smd,,35,2015
PRD,,Arturo Santana Alfaro (aún no redactado),o,smd,,36,2015
PRD,Tercera,Candelario Pérez Alvarado (aún no redactado),o,pr,,37,2015
PRD,,Elio Bocanegra Ruiz (aún no redactado),o,smd,,38,2015
PRD,,Francisco Martínez Neri,o,smd,,39,2015
PRD,,Jerónimo Alejandro Ojeda Anguiano (aún no redactado),o,smd,,40,2015
PRD,Tercera,Julio Saldaña Morán (aún no redactado),o,pr,,41,2015
PRD,,Leonardo Amador Rodríguez,o,smd,,42,2015
PRD,,Norberto Antonio Martínez Soto (aún no redactado),o,smd,,43,2015
PRD,,Ricardo Ángel Barrientos Ríos (aún no redactado),o,smd,,44,2015
PRD,,Sergio López Sánchez (aún no redactado),o,smd,,45,2015
PRD,Segunda,Waldo Fernández (aún no redactado),o,pr,,46,2015
PRD,,Héctor Peralta Grappin (aún no redactado),r,smd,,47,2015
PRD,Quinta,Omar Ortega Álvarez (aún no redactado),r,pr,,48,2015
PRD,,Óscar Ferrer Abalos (aún no redactado),r,smd,,49,2015
PRD,Cuarta,Jesús Zambrano Grijalva,s,pr,,50,2015
PRD,Quinta,Luis Jorge Mayorga Godínez (aún no redactado),s,pr,,51,2015
PRD,Cuarta,Luis Maldonado Venegas,s,pr,,52,2015
PRD,Quinta,Tomás Octaviano Félix (aún no redactado),s,pr,,53,2015
,,,,,,,2015
PRI,Tercera,Adriana del Pilar Ortiz Lanz,a,pr,1,1,2015
PRI,,Adriana Terrazas Porras,a,smd,1,2,2015
PRI,,Alicia Guadalupe Gamboa Martínez,a,smd,1,3,2015
PRI,,Ana María Boone Godoy,a,smd,1,4,2015
PRI,Segunda,Bárbara Botello Santibáñez (aún no redactado),a,pr,1,5,2015
PRI,Primera,Brenda Borunda Espinoza (aún no redactado),a,pr,1,6,2015
PRI,,Carolina Monroy del Mazo,a,smd,1,7,2015
PRI,,Carolina Viggiano Austria,a,smd,1,8,2015
PRI,,Claudia Beltrán Salas (aún no redactado),a,smd,1,9,2015
PRI,,Cristina Sánchez Coronel (aún no redactado),a,smd,1,10,2015
PRI,Quinta,Erika Araceli Rodríguez Hernández (aún no redactado),a,pr,1,11,2015
PRI,,Erika Lorena Arroyo Bello (aún no redactado),a,smd,1,12,2015
PRI,Primera,Esthela Ponce Beltrán,a,pr,1,13,2015
PRI,Cuarta,Georgina Adriana Pulido García (aún no redactado),a,pr,1,14,2015
PRI,Tercera,Georgina Trujillo Zentella,a,pr,1,15,2015
PRI,,Georgina Zapata Lucero,a,smd,1,16,2015
PRI,,Gloria Himelda Félix Niebla,a,smd,1,17,2015
PRI,,Idania Itzel García Salgado (aún no redactado),a,smd,1,18,2015
PRI,,Juana Aurora Cavazos Cavazos (aún no redactado),a,smd,1,19,2015
PRI,,Julieta Fernández Márquez (aún no redactado),a,smd,1,20,2015
PRI,Segunda,Laura Angélica Herrera Márquez (aún no redactado),a,pr,1,21,2015
PRI,,Laura Beatriz Hernández Tapia (aún no redactado),a,smd,1,22,2015
PRI,,Laura Mitzi Barrientos Cano (aún no redactado),a,smd,1,23,2015
PRI,,Laura Nereida Plascencia Pacheco (aún no redactado),a,smd,1,24,2015
PRI,,Laura Valeria Guzmán Vázquez (aún no redactado),a,smd,1,25,2015
PRI,,Liliana Ivete Madrigal Méndez (aún no redactado),a,smd,1,26,2015
PRI,Quinta,María Angélica Mondragón Orozco (aún no redactado),a,pr,1,27,2015
PRI,,María del Rocío Rebollo Mendoza (aún no redactado),a,smd,1,28,2015
PRI,,María Esther Camargo Félix,a,smd,1,29,2015
PRI,Cuarta,María Esther Scherman,a,pr,1,30,2015
PRI,,María Eugenia Rojas González (aún no redactado),a,smd,1,31,2015
PRI,,María Gloria Hernández Madrid,a,smd,1,32,2015
PRI,,María Guadalupe Oyervides Valdez (aún no redactado),a,smd,1,33,2015
PRI,,María Isabel Maya Pineda,a,smd,1,34,2015
PRI,,María Monserrath Sobreyra Santos,a,smd,1,35,2015
PRI,,María Soledad Sandoval Martínez (aún no redactado),a,smd,1,36,2015
PRI,,María Teresa Sánchez Ruiz Esparza (aún no redactado),a,smd,1,37,2015
PRI,Tercera,Mariana Benítez Tiburcio,a,pr,1,38,2015
PRI,Segunda,Maricela Emilse Etcheverry Aranda,a,pr,1,39,2015
PRI,,Maricela Serrano Hernández (aún no redactado),a,smd,1,40,2015
PRI,Primera,Martha Julisa Bojórquez Castillo (aún no redactado),a,pr,1,41,2015
PRI,,Martha Lorena Covarrubias Anaya (aún no redactado),a,smd,1,42,2015
PRI,Primera,Martha Sofía Tamayo Morales (aún no redactado),a,pr,1,43,2015
PRI,,Mrgarita Huerta García (aún no redactado),a,smd,1,44,2015
PRI,Quinta,Nora Liliana Oropeza Olguín (aún no redactado),a,pr,1,45,2015
PRI,,Norma Cecilia Reyes Guerrero (aún no redactado),a,smd,1,46,2015
PRI,,Paola Jiménez Hernández (aún no redactado),a,smd,1,47,2015
PRI,,Patricia Elizabeth Ramírez Mata (aún no redactado),a,smd,1,48,2015
PRI,,Perla Pérez Reyes (aún no redactado),a,smd,1,49,2015
PRI,,Rosa Elena Millán Bueno (aún no redactado),a,smd,1,50,2015
PRI,,Rosa Haydee González González (aún no redactado),a,smd,1,51,2015
PRI,,Rosalba Santiago Escobar (aún no redactado),a,smd,1,52,2015
PRI,,Rosalina Mazari Espín (aún no redactado),a,smd,1,53,2015
PRI,,Rosalinda Muñoz Sánchez (aún no redactado),a,smd,1,54,2015
PRI,,Sandra Méndez Hernández,a,smd,1,55,2015
PRI,Tercera,Sara Latife Ruiz Chávez,a,pr,1,56,2015
PRI,,Silvia Rivera Carbajal (aún no redactado),a,smd,1,57,2015
PRI,,Sofía del Sagrario de León Maza (aún no redactado),a,smd,1,58,2015
PRI,,Susana Osorno Belmont,a,smd,1,59,2015
PRI,,Verónica Muñoz Parra (aún no redactado),a,smd,1,60,2015
PRI,,Xitlalic Ceja García (aún no redactado),c,smd,1,61,2015
PRI,Tercera,David Aguilar Robles (aún no redactado),d,pr,,62,2015
PRI,Primera,David López Gutiérrez,d,pr,,63,2015
PRI,,David Mercado Ruiz (aún no redactado),d,smd,,64,2015
PRI,Segunda,Denisse Ibarra,e,pr,1,65,2015
PRI,Quinta,Dulce María Montes Salas (aún no redactado),e,pr,1,66,2015
PRI,Primera,Enrique Jackson,e,pr,,67,2015
PRI,,Enrique Rojas Orozco (aún no redactado),e,smd,,68,2015
PRI,,Felipe Cervera Hernández (aún no redactado),e,smd,,69,2015
PRI,Quinta,Guadalupe Alcántara Rojas,e,pr,1,70,2015
PRI,,Guadalupe Chávez Acosta (aún no redactado),e,smd,1,71,2015
PRI,Tercera,Ivonne Ortega Pacheco,e,pr,1,72,2015
PRI,,Jasmine María Bugarín Rodríguez (aún no redactado),e,smd,1,73,2015
PRI,Tercera,Jorge Carlos Ramírez Marín,e,pr,,74,2015
PRI,,Jorge Carvallo Delfín,e,smd,,75,2015
PRI,Segunda,Jorge Enrique Dávila Flores (aún no redactado),e,pr,,76,2015
PRI,,Jorge Estefan Chidiac,e,smd,,77,2015
PRI,,José del Pilar Córdova Hernández (aún no redactado),é,smd,,78,2015
PRI,,José Filiberto Flores Elizondo (aún no redactado),é,smd,,79,2015
PRI,,José Hugo Cabrera Ruiz (aún no redactado),é,smd,,80,2015
PRI,,José Luis Baeza Rojas (aún no redactado),é,smd,,81,2015
PRI,,José Luis Cardozo Estévez (aún no redactado),é,smd,,82,2015
PRI,,José Luis Orozco Sánchez Aldana (aún no redactado),é,smd,,83,2015
PRI,,José Luis Sáenz Soto (aún no redactado),é,smd,,84,2015
PRI,,José Luis Velázquez González (aún no redactado),é,smd,,85,2015
PRI,,José Roberto Ramírez Urban (aún no redactado),é,smd,,86,2015
PRI,,Edith Anabel Alvarado Varela (aún no redactado),h,smd,1,87,2015
PRI,,Edith Villa Trujillo (aún no redactado),h,smd,1,88,2015
PRI,,Edith Yolanda López Velasco (aún no redactado),h,smd,1,89,2015
PRI,,Elizabeth Hernández Calderón (aún no redactado),h,smd,1,90,2015
PRI,,Ruth Noemí Tiscareño Agoitia (aún no redactado),h,smd,1,91,2015
PRI,,Yarith Tanno Cruz (aún no redactado),h,smd,1,92,2015
PRI,,Araceli Guerrero Esquivel (aún no redactado),i,smd,1,93,2015
PRI,,Heidi Salazar Espinosa (aún no redactado),i,smd,1,94,2015
PRI,,Leydi Fabiola Leyva García (aún no redactado),i,smd,1,95,2015
PRI,,Noemí Guzmán Lagunes,í,smd,1,96,2015
PRI,,Erick Lagos Hernández (aún no redactado),k,smd,,97,2015
PRI,,Tarek Abdalá Saad,k,smd,,98,2015
PRI,,Abel Murrieta Gutiérrez,l,smd,,99,2015
PRI,,Ariel Burgos Ochoa (aún no redactado),l,smd,,100,2015
PRI,,Fidel Almanza Monroy (aún no redactado),l,smd,,101,2015
PRI,,Fidel Kuri Grajales,l,smd,,102,2015
PRI,Cuarta,Manuel Vallejo Barragán (aún no redactado),l,pr,,103,2015
PRI,,Miguel Ángel González Salum (aún no redactado),l,smd,,104,2015
PRI,,Miguel Ángel Piña Garibay (aún no redactado),l,smd,,105,2015
PRI,,Miguel Ángel Sulub Caamal (aún no redactado),l,smd,,106,2015
PRI,,Rafael Arturo Balcázar Narro (aún no redactado),l,smd,,107,2015
PRI,Primera,Rafael Yerena Zambrano (aún no redactado),l,pr,,108,2015
PRI,,Samuel Alexis Chacón Morales (aún no redactado),l,smd,,109,2015
PRI,,Yahleel Abdala,l,smd,1,110,2015
PRI,,Aarón González Rojas (aún no redactado),n,smd,,111,2015
PRI,Cuarta,Carmen Salinas,n,pr,1,112,2015
PRI,,Christian Joaquín Sánchez Sánchez (aún no redactado),n,smd,,113,2015
PRI,,Efraín Arellano Núñez (aún no redactado),n,smd,,114,2015
PRI,,Germán Escobar Manjarrez (aún no redactado),n,smd,,115,2015
PRI,,Hernán de Jesús Orantes López (aún no redactado),n,smd,,116,2015
