party,state,name,letra,type,fem,n,year
PAN,Quinta,Patricia Lugo Barriga (aún no redactado),a,pr,1,23,2012
PAN,Primera,Tania Margarita Morgan Navarrete (aún no redactado),a,pr,1,24,2012
PAN,Segunda,Verónica Sada Pérez (aún no redactado),a,pr,1,25,2012
PAN,Sonora,David Cuauhtémoc Galindo Delgado (aún no redactado),d,smd,,26,2012
PAN,Segunda,Enrique Alejandro Flores Flores (aún no redactado),e,pr,,27,2012
PAN,San Luis Potosí,Felipe de Jesús Almaguer Torres (aún no redactado),e,smd,,28,2012
PAN,Distrito Federal,Jorge Francisco Sotomayor Chávez,e,smd,,29,2012
PAN,Tercera,Jorge Rosiñol Abreu,e,pr,,30,2012
PAN,Primera,Jorge Villalobos Seáñez,e,pr,,31,2012
PAN,Primera,Leslie Pantoja Hernández (aún no redactado),e,pr,1,32,2012
PAN,Tamaulipas,José Alejandro Llanas Alba,é,smd,,33,2012
PAN,Segunda,José Alfredo Botello Montes (aún no redactado),é,pr,,34,2012
PAN,Aguascalientes,José Ángel González Serna (aún no redactado),é,smd,,35,2012
PAN,Segunda,José Arturo Salinas Garza (aún no redactado),é,pr,,36,2012
PAN,Sonora,José Enrique Reina Lizárraga,é,smd,,37,2012
PAN,Quinta,José González Morfín,é,pr,,38,2012
PAN,Querétaro,José Guadalupe García Ramírez (aún no redactado),é,smd,,39,2012
PAN,Segunda,José Isabel Trejo Reyes,é,pr,,40,2012
PAN,Guanajuato,José Luis Oliveros Usabiaga (aún no redactado),é,smd,,41,2012
PAN,Segunda,Elizabeth Oswelia Yáñez Robles (aún no redactado),h,pr,1,42,2012
PAN,Guanajuato,Elizabeth Vargas Martín del Campo (aún no redactado),h,smd,1,43,2012
PAN,Guanajuato,J. Jesús Oviedo Herrera (aún no redactado),J,smd,,44,2012
PAN,Quinta,Erick Rivera Villanueva (aún no redactado),k,pr,,45,2012
PAN,Veracruz,Gabriel de Jesús Cárdenas Guizar (aún no redactado),l,smd,,46,2012
PAN,Veracruz,Rafael Acosta Croda,l,smd,,47,2012
PAN,Cuarta,Rafael Alejandro Micalco Méndez (aún no redactado),l,pr,,48,2012
PAN,Segunda,Raquel Jiménez Cerrillo (aún no redactado),l,pr,1,49,2012
PAN,Segunda,Raudel Lopéz Lopéz (aún no redactado),l,pr,,50,2012
PAN,Guanajuato,Raúl Gómez Ramírez,l,smd,,51,2012
PAN,Yucatán,Raúl Paz Alonzo,l,smd,,52,2012
PAN,Primera,Carmen Lucía Pérez Camarena (aún no redactado),n,pr,1,53,2012
PAN,Sonora,Damián Zepeda Vidales,n,smd,,54,2012
PAN,Tamaulipas,Germán Pacheco Díaz (aún no redactado),n,smd,,55,2012
PAN,Tercera,Juan Bueno Torio,n,pr,,56,2012
PAN,Segunda,Juan Carlos Muñoz Márquez,n,pr,,57,2012
PAN,Quinta,Juan Carlos Uribe Padilla (aún no redactado),n,pr,,58,2012
PAN,Tercera,Juan Jesús Aquino Calvo (aún no redactado),n,pr,,59,2012
PAN,Baja California,Juan Manuel Gastélum Buenrostro,n,smd,,60,2012
PAN,Cuarta,Juan Pablo Adame Alemán (aún no redactado),n,pr,,61,2012
PAN,Sinaloa,Martín Alonso Heredia Lizárraga (aún no redactado),n,smd,,62,2012
PAN,Nuevo León,Martín López Cisneros,n,smd,,63,2012
PAN,Segunda,Ramón Antonio Sampayo Ortiz,n,pr,,64,2012
PAN,Segunda,Rubén Camarillo Ortega,n,pr,1,65,2012
PAN,Nuevo León,Alberto Coronado Quintanilla (aún no redactado),o,smd,,66,2012
PAN,México,Alberto Díaz Trujillo (aún no redactado),o,smd,,67,2012
PAN,Nuevo León,Alfonso Robledo Leal,o,smd,,68,2012
PAN,Quinta,Alfredo Rivadeneyra Hernández (aún no redactado),o,pr,,69,2012
PAN,Primera,Alfredo Zamora García (aún no redactado),o,pr,,70,2012
PAN,Baja California Sur,Arturo De la Rosa Escalante,o,smd,,71,2012
PAN,Segunda,Consuelo Arguelles Loya (aún no redactado),o,pr,1,72,2012
PAN,Guanajuato,Diego Sinhue Rodríguez Vallejo,o,smd,,73,2012
PAN,Nuevo León,Fernando Larrazábal Bretón,o,smd,,74,2012
PAN,Cuarta,Fernando Rodríguez Doval,o,pr,,75,2012
PAN,Tercera,Francisco Cáceres de la Fuente,o,pr,,76,2012
PAN,Baja California Sur,Francisco Pelayo Covarrubias,o,smd,,77,2012
PAN,Guanajuato,Genaro Carreño Muro (aún no redactado),o,smd,,78,2012
PAN,Sinaloa,Gerardo Peña Avilés (aún no redactado),o,smd,,79,2012
PAN,Tamaulipas,Glafiro Salinas Mendiola,o,smd,,80,2012
PAN,Segunda,Guillermo Anaya Llamas,o,pr,,81,2012
PAN,Primera,Heberto Neblina Vega (aún no redactado),o,pr,,82,2012
PAN,Nuevo León,Homero Ricardo Niño de Rivera Vela (aún no redactado),o,smd,,83,2012
PAN,Veracruz,Humberto Alonso Morelli,o,smd,,84,2012
PAN,Tamaulipas,Humberto Armando Prieto Herrera,o,smd,,85,2012
PAN,Puebla,Julio César Lorenzini Rangel (aún no redactado),o,smd,,86,2012
PAN,Coahuila,Marcelo Torres Cofiño,o,smd,,87,2012
PAN,Coahuila,Mario Alberto Dávila Delgado,o,smd,,88,2012
PAN,Primera,Mario Sánchez Ruiz,o,pr,,89,2012
PAN,Cuarta,Maximiliano Cortázar Lara,o,pr,,90,2012
PAN,Sonora,Máximo Othón Zayas,o,smd,,91,2012
PAN,Nuevo León,Ricardo Flores Suárez,o,smd,,92,2012
PAN,Guanajuato,Ricardo Villarreal García,o,smd,,93,2012
PAN,Primera,Rocío Reza Gallegos,o,pr,1,94,2012
PAN,Primera,Rodolfo Dorador,o,pr,,95,2012
PAN,Tercera,Sergio Augusto Chan Lugo (aún no redactado),o,pr,,96,2012
PAN,Coahuila,Esther Salinas Quintana (aún no redactado),r,smd,1,97,2012
PAN,Cuarta,Flor de María Pedraza Aguilera,r,pr,1,98,2012
PAN,Cuarta,Leonor Romero Sevilla (aún no redactado),r,pr,,99,2012
PAN,Puebla,Néstor Octavio Gordillo Castillo (aún no redactado),r,smd,,100,2012
PAN,Jalisco,Omar Antonio Borboa Becerra (aún no redactado),r,smd,,101,2012
PAN,Tercera,Víctor Rafael González Manríquez (aún no redactado),r,pr,,102,2012
PAN,Veracruz,Víctor Serralde Martínez,r,smd,,103,2012
PAN,San Luis Potosí,Xavier Azuara Zúñiga,r,smd,,104,2012
PAN,Primera,Andrés de la Rosa Anaya (aún no redactado),s,pr,,105,2012
PAN,Tamaulipas,Carlos Alberto García González,s,smd,,106,2012
PAN,Chihuahua,Carlos Angulo Parra,s,smd,,107,2012
PAN,Primera,Carlos Castaños Valenzuela,s,pr,,108,2012
PAN,Primera,Isaías Cortes Berumen (aún no redactado),s,pr,,109,2012
PAN,Segunda,Luis Alberto Villarreal García,s,pr,,110,2012
PAN,Cuarta,Luis Miguel Ramírez Romero (aún no redactado),s,pr,,111,2012
PAN,Querétaro,Marcos Aguilar Vega,s,smd,,112,2012
PAN,Segunda,Beatriz Eugenia Yamamoto Cazares (aún no redactado),z,pr,1,113,2012
PAN,Tercera,Beatriz Zavala Peniche,z,pr,1,114,2012
,,,,,,,2012
PNA,Cuarta,Cristina Olvera Barrios (aún no redactado),a,pr,1,1,2012
PNA,Primera,Dora María Talamante Lemas (aún no redactado),a,pr,1,2,2012
PNA,Quinta,Lucila Garfias Gutiérrez,a,pr,1,3,2012
PNA,Segunda,María Sanjuana Cerda Franco (aún no redactado),a,pr,1,4,2012
PNA,Tercera,Sonia Rincón Chanona,a,pr,1,5,2012
PNA,Tercera,José Angelino Caamal Mena (aún no redactado),é,pr,,6,2012
PNA,Cuarta,René Fujiwara Montelongo (aún no redactado),é,pr,,7,2012
PNA,Primera,Rubén Félix Hays (aún no redactado),n,pr,1,8,2012
PNA,Segunda,Fernando Bribiesca Sahagún,o,pr,,9,2012
PNA,Quinta,Luis Antonio González Roldán (aún no redactado),s,pr,,10,2012
,,,,,,,2012
PRD,Distrito Federal,Aleida Alavez Ruiz,a,smd,1,1,2012
PRD,Segunda,Alfa Eliana González Magallanes,a,pr,1,2,2012
PRD,Cuarta,Amalia García,a,pr,1,3,2012
PRD,Quinta,Carla Guadalupe Reyes Montiel (aún no redactado),a,pr,1,4,2012
PRD,Distrito Federal,Claudia Elena Águila Torres (aún no redactado),a,smd,1,5,2012
PRD,Tabasco,Claudia Elizabeth Bojórquez Javier (aún no redactado),a,smd,1,6,2012
PRD,Oaxaca,Eva Diego Cruz (aún no redactado),a,smd,1,7,2012
PRD,Cuarta,Gisela Mota Ocampo,a,pr,1,8,2012
PRD,Oaxaca,Gloria Bautista Cuevas (aún no redactado),a,smd,1,9,2012
PRD,Quintana Roo,Graciela Saldaña Fraire,a,smd,1,10,2012
PRD,México,Jessica Salazar Trejo (aún no redactado),a,smd,1,11,2012
PRD,México,Joaquina Navarrete Contreras (aún no redactado),a,smd,1,12,2012
PRD,Quinta,Josefina Salinas Pérez (aún no redactado),a,pr,1,13,2012
PRD,Quinta,Juana Bonilla Jaime,a,pr,1,14,2012
PRD,Quinta,Julisa Mejía Guardado (aún no redactado),a,pr,1,15,2012
PRD,Tabasco,Lorena Méndez Denis (aún no redactado),a,smd,1,16,2012
PRD,Primera,Lorenia Valles Sampedro,a,pr,1,17,2012
PRD,Cuarta,Margarita Elena Tapia Fonllem (aún no redactado),a,pr,1,18,2012
PRD,Distrito Federal,María de Lourdes Amaya Reyes (aún no redactado),a,smd,1,19,2012
PRD,Segunda,María del Socorro Ceseñas Chapa (aún no redactado),a,pr,1,20,2012
PRD,Tercera,María Fernanda Romero Lozano (aún no redactado),a,pr,1,21,2012
PRD,Tercera,María Guadalupe Moctezuma Oviedo (aún no redactado),a,pr,1,22,2012
PRD,Distrito Federal,Martha Lucía Mícher Camarena,a,smd,1,23,2012
PRD,Cuarta,Roxana Luna Porquillo,a,pr,1,24,2012
PRD,Cuarta,Teresa de Jesús Mojica Morga,a,pr,1,25,2012
PRD,Tercera,Teresita de Jesús Borges Pasos (aún no redactado),a,pr,1,26,2012
PRD,Quinta,Verónica García Reyes (aún no redactado),a,pr,1,27,2012
PRD,Primera,Verónica Juárez Piña,a,pr,1,28,2012
PRD,Cuarta,Yesenia Nolasco Ramírez (aún no redactado),a,pr,1,29,2012
PRD,Cuarta,Trinidad Morales Vargas,d,pr,1,30,2012
PRD,Distrito Federal,Guadalupe Socorro Flores Salazar (aún no redactado),e,smd,1,31,2012
PRD,México,Jorge de la Vega Membrillo (aún no redactado),e,smd,,32,2012
PRD,Guerrero,Jorge Salgado Parra (aún no redactado),e,smd,,33,2012
PRD,Cuarta,José Ángel Ávila Pérez,é,pr,,34,2012
PRD,Tercera,José Antonio León Mendívil (aún no redactado),é,pr,,35,2012
PRD,Michoacán,José Luis Esquivel Zalpa (aún no redactado),é,smd,,36,2012
PRD,Distrito Federal,José Luis Muñóz Soria (aún no redactado),é,smd,,37,2012
PRD,Distrito Federal,José Valentín Maldonado Salgado,é,smd,,38,2012
PRD,Oaxaca,Elizabeth Guzmán Díaz (aún no redactado),h,smd,1,39,2012
PRD,Distrito Federal,Lizbeth Eugenia Rosas Montero (aún no redactado),h,smd,1,40,2012
PRD,Tercera,Saraí Larisa León Montero (aún no redactado),í,pr,,41,2012
PRD,Quinta,Ángel Cedillo Hernández (aún no redactado),l,pr,,42,2012
PRD,Oaxaca,Carol Antonio Altamirano,l,smd,1,43,2012
PRD,Primera,Crystal Tovar Aragón,l,pr,,44,2012
PRD,Distrito Federal,Israel Moreno Rivera (aún no redactado),l,smd,,45,2012
PRD,Distrito Federal,Manuel Huerta Ladrón de Guevara,l,smd,,46,2012
PRD,Segunda,Miguel Alonso Raya,l,pr,,47,2012
PRD,Veracruz,Uriel Flores Aguayo (aún no redactado),l,smd,,48,2012
PRD,Distrito Federal,Agustín Barrios Gómez Segues (aún no redactado),n,smd,,49,2012
PRD,Distrito Federal,Jhonatan Jardines Fraire (aún no redactado),n,smd,,50,2012
PRD,Oaxaca,Juan Luis Martínez Martínez (aún no redactado),n,smd,,51,2012
PRD,Tercera,Juan Manuel Fócil Pérez,n,pr,,52,2012
PRD,Distrito Federal,Karen Quiroga Anguiano,n,smd,1,53,2012
PRD,Distrito Federal,Purificación Carpinteyro,n,smd,1,54,2012
PRD,Quinta,Ramón Montalvo Hernández,n,pr,,55,2012
PRD,Guerrero,Sebastián de la Rosa Peláez (aún no redactado),n,smd,,56,2012
PRD,México,Valentín González Bautista (aún no redactado),n,smd,,57,2012
PRD,Tercera,Yazmin Copete Zapot (aún no redactado),n,pr,,58,2012
PRD,Distrito Federal,Alejandro Carbajal González (aún no redactado),o,smd,,59,2012
PRD,Michoacán,Antonio García Conejo,o,smd,,60,2012
PRD,Tabasco,Antonio Sansores Sastré (aún no redactado),o,smd,,61,2012
PRD,Michoacán,Armando Contreras Ceballos (aún no redactado),o,smd,,62,2012
PRD,México,Arturo Cruz Ramírez (aún no redactado),o,smd,,63,2012
PRD,Guerrero,Catalino Duarte Ortuño (aún no redactado),o,smd,,64,2012
PRD,Quinta,Domitilo Posadas Hernández (aún no redactado),o,pr,,65,2012
PRD,Tlaxcala,Edilberto Algredo Jaramillo (aún no redactado),o,smd,,66,2012
PRD,Cuarta,Fernando Belaunzarán Méndez,o,pr,,67,2012
PRD,Distrito Federal,Fernando Cuéllar Reyes (aún no redactado),o,smd,,68,2012
PRD,Distrito Federal,Fernando Zárate Salgado (aún no redactado),o,smd,,69,2012
PRD,Morelos,Francisco Rodríguez Montero (aún no redactado),o,smd,,70,2012
PRD,Tabasco,Gerardo Gaudiano Rovirosa,o,smd,,71,2012
PRD,Distrito Federal,Gerardo Villanueva Albarrán,o,smd,,72,2012
PRD,Cuarta,Guillermo Sánchez Torres (aún no redactado),o,pr,,73,2012
PRD,Oaxaca,Hugo Jarquín (aún no redactado),o,smd,,74,2012
PRD,Distrito Federal,Hugo Sandoval Martínez (aún no redactado),o,smd,,75,2012
PRD,Cuarta,Julio César Moreno Rivera,o,pr,,76,2012
PRD,Segunda,Marcelo Garza Ruvalcaba (aún no redactado),o,pr,,77,2012
PRD,Guerrero,Marino Miranda Salgado (aún no redactado),o,smd,,78,2012
PRD,Tercera,Mario Alejandro Cuevas Mena (aún no redactado),o,pr,,79,2012
PRD,Distrito Federal,Mario Miguel Carrillo Huerta (aún no redactado),o,smd,,80,2012
PRD,Oaxaca,Mario Rafael Méndez Martínez (aún no redactado),o,smd,,81,2012
PRD,Quinta,Pedro Porras Pérez (aún no redactado),o,pr,,82,2012
PRD,Distrito Federal,Roberto Carlos Reyes Gámiz (aún no redactado),o,smd,,83,2012
PRD,Primera,Roberto López González (aún no redactado),o,pr,,84,2012
PRD,Tercera,Roberto López Rosado (aún no redactado),o,pr,,85,2012
PRD,Segunda,Roberto López Suárez (aún no redactado),o,pr,,86,2012
PRD,Cuarta,Rodrigo Chávez Contreras (aún no redactado),o,pr,,87,2012
PRD,Primera,Rodrigo González Barrios (aún no redactado),o,pr,,88,2012
PRD,Guerrero,Rosario Merlín García,o,smd,1,89,2012
PRD,Tercera,Rosendo Serrano Toledo (aún no redactado),o,pr,,90,2012
PRD,Michoacán,Silvano Aureoles Conejo,o,smd,,91,2012
PRD,Guerrero,Silvano Blanco de Aquino (aún no redactado),o,smd,,92,2012
PRD,Guerrero,Vicario Portillo Martínez (aún no redactado),o,smd,,93,2012
PRD,Morelos,Javier Orihuela García (aún no redactado),r,smd,,94,2012
PRD,Quinta,Javier Salinas Narváez,r,pr,,95,2012
PRD,México,Víctor Manuel Bautista López (aún no redactado),r,smd,,96,2012
PRD,Quinta,Víctor Manuel Manríquez González (aún no redactado),r,pr,,97,2012
PRD,Morelos,Víctor Reymundo Nájera Medina (aún no redactado),r,smd,,98,2012
PRD,Morelos,Andrés Eloy Martínez Rojas (aún no redactado),s,smd,,99,2012
PRD,Distrito Federal,Carlos Augusto Morales López (aún no redactado),s,smd,,100,2012
PRD,Guerrero,Carlos de Jesús Alejandro (aún no redactado),s,smd,,101,2012
PRD,Distrito Federal,Luis Espinosa Cházaro,s,smd,,102,2012
PRD,Cuarta,Luis Manuel Arias Pallares (aún no redactado),s,pr,,103,2012
PRD,Tabasco,Marcos Rosendo Medina Filigrana,s,smd,,104,2012
PRD,Tabasco,Tomás Brito Lara (aún no redactado),s,smd,,105,2012
PRD,México,Alliet Bautista Bravo,t,smd,1,106,2012
,,,,,,,2012
PRI,Chihuahua,Adriana Fuentes Téllez,a,smd,1,1,2012
PRI,Michoacán,Adriana Hernández Íñiguez (aún no redactado),a,smd,1,2,2012
PRI,México,Alejandra Del Moral Vela,a,smd,1,3,2012
PRI,Veracruz,Alma Jeanny Arroyo Ruiz (aún no redactado),a,smd,1,4,2012
PRI,Segunda,Amira Gómez Tueme,a,pr,1,5,2012
PRI,Puebla,Ana Isabel Allende Cano (aún no redactado),a,smd,1,6,2012
PRI,México,Angelina Carreño Mijares,a,smd,1,7,2012
PRI,México,Aurora Denisse Ugalde Alegría (aún no redactado),a,smd,1,8,2012
PRI,México,Blanca Estela Gómez Carmona,a,smd,1,9,2012
PRI,México,Brenda María Izontli Alvarado Sánchez (aún no redactado),a,smd,1,10,2012
PRI,Jalisco,Cecilia González Gómez (aún no redactado),a,smd,1,11,2012
PRI,Jalisco,Celia Isabel Gauna Ruiz de León (aún no redactado),a,smd,1,12,2012
PRI,Jalisco,Claudia Delgadillo González,a,smd,1,13,2012
PRI,México,Cristina González Cruz (aún no redactado),a,smd,1,14,2012
PRI,México,Cristina Ruíz Sandoval (aún no redactado),a,smd,1,15,2012
PRI,Segunda,Elsa Patricia Araujo de la Torre (aún no redactado),a,pr,1,16,2012
PRI,Tercera,Elvia María Pérez Escalante (aún no redactado),a,pr,1,17,2012
PRI,Quinta,Erika Yolanda Funes Velázquez (aún no redactado),a,pr,1,18,2012
PRI,Sinaloa,Francisca Elena Corrales Corrales (aún no redactado),a,smd,1,19,2012
PRI,Nayarit,Gloria Núñez Sánchez,a,smd,1,20,2012
PRI,México,Irazema González Martínez Olivares,a,smd,1,21,2012
PRI,Puebla,Josefina García Hernández (aún no redactado),a,smd,1,22,2012
PRI,Chihuahua,Karina Velázquez Ramírez,a,smd,1,23,2012
PRI,México,Laura Barrera Fortoul,a,smd,1,24,2012
PRI,Puebla,Laura Guadalupe Vargas Vargas (aún no redactado),a,smd,1,25,2012
PRI,Quinta,Leticia Calderón Ramírez (aún no redactado),a,pr,1,26,2012
PRI,Guanajuato,Ma. Concepción Navarrete Vital (aún no redactado),a,smd,1,27,2012
PRI,Segunda,Ma. Elena Cano Ayala (aún no redactado),a,pr,1,28,2012
PRI,Jalisco,Ma. Leticia Mendoza Curiel (aún no redactado),a,smd,1,29,2012
PRI,Jalisco,María Angélica Magaña Zepeda (aún no redactado),a,smd,1,30,2012
PRI,Primera,María Carmen López Segura,a,pr,1,31,2012
PRI,Segunda,María de Jesús Huerta Rea (aún no redactado),a,pr,1,32,2012
PRI,Tercera,María de las Nieves García Fernández (aún no redactado),a,pr,1,33,2012
PRI,Coahuila,María de Lourdes Flores Treviño (aún no redactado),a,smd,1,34,2012
PRI,Puebla,María del Carmen García de la Cadena Romero (aún no redactado),a,smd,1,35,2012
PRI,Yucatán,María del Carmen Ordaz Martínez (aún no redactado),a,smd,1,36,2012
PRI,Puebla,María del Rocío García Olmedo (aún no redactado),a,smd,1,37,2012
PRI,Primera,María del Rosario Corona Nakamura (aún no redactado),a,pr,1,38,2012
PRI,Baja California,María Elia Cabañas Aparicio (aún no redactado),a,smd,1,39,2012
PRI,Guanajuato,María Esther Garza Moreno (aún no redactado),a,smd,1,40,2012
PRI,Baja California,María Fernanda Schroeder Verdugo (aún no redactado),a,smd,1,41,2012
PRI,Tlaxcala,María Guadalupe Sánchez Santiago (aún no redactado),a,smd,1,42,2012
PRI,Guanajuato,María Guadalupe Velázquez Díaz (aún no redactado),a,smd,1,43,2012
PRI,San Luis Potosí,María Rebeca Terán Guevara (aún no redactado),a,smd,1,44,2012
PRI,Veracruz,Mariana Garay Cabada (aún no redactado),a,smd,1,45,2012
PRI,Cuarta,Maricela Velázquez Sánchez (aún no redactado),a,pr,1,46,2012
PRI,Durango,Marina Vitela Rodríguez,a,smd,1,47,2012
PRI,Quinta,Martha Gutiérrez Manrique (aún no redactado),a,pr,1,48,2012
PRI,Baja California,Mayra Karina Robles Aguirre (aún no redactado),a,smd,1,49,2012
PRI,Chihuahua,Minerva Castillo Rodríguez,a,smd,1,50,2012
PRI,Hidalgo,Myrna Esmeralda Morales Hernández (aún no redactado),a,smd,1,51,2012
PRI,México,Norma González Vera (aún no redactado),a,smd,1,52,2012
PRI,México,Norma Ponce Orozco (aún no redactado),a,smd,1,53,2012
PRI,Cuarta,Paloma Villaseñor Vargas,a,pr,1,54,2012
PRI,Primera,Patricia Elena Retamoza Vega (aún no redactado),a,pr,1,55,2012
PRI,Guanajuato,Petra Barrera Barrera (aún no redactado),a,smd,1,56,2012
PRI,Veracruz,Regina Vázquez Saut,a,smd,1,57,2012
PRI,Tamaulipas,Rosalba de la Cruz Requeña (aún no redactado),a,smd,1,58,2012
PRI,México,Rosalba Gualito Castañeda (aún no redactado),a,smd,1,59,2012
PRI,México,Silvia Márquez Velasco (aún no redactado),a,smd,1,60,2012
PRI,Durango,Sonia Catalina Mercado Gallegos,a,smd,1,61,2012
PRI,México,Tanya Rellstab Carreto (aún no redactado),a,smd,1,62,2012
PRI,Veracruz,Verónica Carreón Cervantes (aún no redactado),a,smd,1,63,2012
PRI,Veracruz,Zita Beatriz Pazzi Maza (aún no redactado),a,smd,1,64,2012
PRI,Hidalgo,Dulce María Muñiz Martínez (aún no redactado),e,smd,1,65,2012
PRI,Hidalgo,Emilse Miranda Munive (aún no redactado),e,smd,1,66,2012
PRI,Tamaulipas,Enrique Cárdenas del Avellano,e,smd,,67,2012
PRI,Puebla,Enrique Doger,e,smd,,68,2012
PRI,Cuarta,Felipe Muñoz Kapamas,e,pr,,69,2012
PRI,Cuarta,Frine Soraya Córdova Morán (aún no redactado),e,pr,1,70,2012
PRI,Tercera,Guadalupe del Socorro Ortega Pacheco (aún no redactado),e,pr,1,71,2012
PRI,Tercera,Jorge del Ángel Acosta (aún no redactado),e,pr,,72,2012
PRI,Segunda,Jorge Mendoza Garza,e,pr,,73,2012
PRI,San Luis Potosí,Jorge Terán Juárez (aún no redactado),e,smd,,74,2012
PRI,México,Sue Ellen Bernal Bolnik,e,smd,1,75,2012
PRI,Quinta,José Alberto Rodríguez Calderón (aún no redactado),é,pr,,76,2012
PRI,Veracruz,José Alejandro Montano Guzmán,é,smd,,77,2012
PRI,Hidalgo,José Antonio Rojo García de Alba (aún no redactado),é,smd,,78,2012
PRI,San Luis Potosí,José Everardo Nava Gómez (aún no redactado),é,smd,,79,2012
PRI,México,José Isidro Moreno Árcega (aún no redactado),é,smd,,80,2012
PRI,México,José Luis Cruz Flores Gómez (aún no redactado),é,smd,,81,2012
PRI,Coahuila,José Luis Flores Méndez (aún no redactado),é,smd,,82,2012
PRI,Puebla,José Luis Márquez Martínez (aún no redactado),é,smd,,83,2012
PRI,México,José Manzur Quiroga (aún no redactado),é,smd,,84,2012
PRI,Jalisco,José Noel Pérez de Alba (aún no redactado),é,smd,,85,2012
PRI,México,José Rangel Espinosa,é,smd,,86,2012
PRI,Durango,José Rubén Escajeda Jiménez (aún no redactado),é,smd,,87,2012
