party,state,name,letra,type,fem,n,year
Morena,Tercera,Blanca Carolina Pérez Gutiérrez (aún no redactado),a,pr,1,12,2021
Morena,Morelos,Brenda Espinoza López (aún no redactado),a,smd,1,13,2021
Morena,Cuarta,Brenda Ramiro Alejo (aún no redactado),a,pr,1,14,2021
Morena,Primera,Brianda Aurora Vázquez Álvarez (aún no redactado),a,pr,1,15,2021
Morena,Quinta,Catalina Díaz Vilchis,a,pr,1,16,2021
Morena,Primera,Cecilia Márquez Alkadef Cortés (aún no redactado),a,pr,1,17,2021
Morena,Quinta,Celestina Castillo Secundino (aún no redactado),a,pr,1,18,2021
Morena,Jalisco,Claudia Delgadillo González,a,smd,1,19,2021
Morena,Cuarta,Claudia Selene Ávila Flores (aún no redactado),a,pr,1,20,2021
Morena,Veracruz,Claudia Tello Espinosa (aún no redactado),a,smd,1,21,2021
Morena,Cuarta,Elena Segura Trejo,a,pr,1,22,2021
Morena,Ciudad de México,Erika Vanessa del Castillo Ibarra (aún no redactado),a,smd,1,23,2021
Morena,Baja California,Evangelina Moreno Guerra,a,smd,1,24,2021
Morena,Veracruz,Flora Tania Cruz Santos (aún no redactado),a,smd,1,25,2021
Morena,Sonora,Gabriela Martínez Espinoza,a,smd,1,26,2021
Morena,México,Graciela Sánchez Ortiz (aún no redactado),a,smd,1,27,2021
Morena,Oaxaca,Irma Juan Carlos,a,smd,1,28,2021
Morena,Morelos,Juanita Guerra Mena,a,smd,1,29,2021
Morena,Baja California,Julieta Ramírez Padilla (aún no redactado),a,smd,1,30,2021
Morena,Cuarta,Julieta Vences Valencia,a,pr,1,31,2021
Morena,Segunda,Karla Estrella Díaz García (aún no redactado),a,pr,1,32,2021
Morena,Tabasco,Karla María Rabelo Estrada,a,smd,1,33,2021
Morena,México,Karla Yuritzi Almazán Burgos (aún no redactado),a,smd,1,34,2021
Morena,Jalisco,Laura Imelda Pérez Segura (aún no redactado),a,smd,1,35,2021
Morena,Hidalgo,Lidia García Anaya (aún no redactado),a,smd,1,36,2021
Morena,Ciudad de México,Lidia Pérez Bárcenas (aún no redactado),a,smd,1,37,2021
Morena,Tabasco,Lorena Méndez Denis (aún no redactado),a,smd,1,38,2021
Morena,Chiapas,Manuela Obrador Narváez,a,smd,1,39,2021
Morena,Veracruz,María Bertha Espinoza Segura (aún no redactado),a,smd,1,40,2021
Morena,Cuarta,María Clemente García Moreno,a,pr,1,41,2021
Morena,Oaxaca,María del Carmen Bautista Pelaez (aún no redactado),a,smd,1,42,2021
Morena,Colima,María del Carmen Zúñiga Cuevas,a,smd,1,43,2021
Morena,Cuarta,María del Rosario Reyes Silva (aún no redactado),a,pr,1,44,2021
Morena,México,María Eugenia Hernández Pérez (aún no redactado),a,smd,1,45,2021
Morena,México,María Guadalupe Román Ávila (aún no redactado),a,smd,1,46,2021
Morena,Hidalgo,María Isabel Alfaro Morales (aún no redactado),a,smd,1,47,2021
Morena,Cuarta,María Magdalena Esquivel Nava (aún no redactado),a,pr,1,48,2021
Morena,Campeche,María Sierra Damián (aún no redactado),a,smd,1,49,2021
Morena,Durango,Martha Alicia Arreola Martínez (aún no redactado),a,smd,1,50,2021
Morena,México,Martha Azucena Camacho Reynoso (aún no redactado),a,smd,1,51,2021
Morena,Segunda,Martha Barajas García (aún no redactado),a,pr,1,52,2021
Morena,Primera,Martha Nabetse Arellano Reyes (aún no redactado),a,pr,1,53,2021
Morena,México,Martha Robles Ortiz (aún no redactado),a,smd,1,54,2021
Morena,Veracruz,Martha Rosa Morales Romero (aún no redactado),a,smd,1,55,2021
Morena,Tercera,Mayra Alicia Mendoza Álvarez (aún no redactado),a,pr,1,56,2021
Morena,Segunda,Mirna Zabeida Maldonado Tapia (aún no redactado),a,pr,1,57,2021
Morena,Veracruz,Mónica Herrera Villavicencio (aún no redactado),a,smd,1,58,2021
Morena,Sinaloa,Olegaria Carrazco Macías (aún no redactado),a,smd,1,59,2021
Morena,México,Olimpia Tamara Girón Hernández (aún no redactado),a,smd,1,60,2021
Morena,Veracruz,Paola Tenorio Adame (aún no redactado),a,smd,1,61,2021
Morena,Tercera,Patricia Armendáriz,a,pr,1,62,2021
Morena,Veracruz,Rosa Hernández Espejo (aún no redactado),a,smd,1,63,2021
Morena,Tercera,Rosa María Alvarado Murguía (aún no redactado),a,pr,1,64,2021
Morena,Veracruz,Rosalba Valencia Cruz (aún no redactado),a,smd,1,65,2021
Morena,Tercera,Rosalinda Domínguez Flores (aún no redactado),a,pr,1,66,2021
Morena,Sonora,Rosangela Amairany Peña Escalante (aún no redactado),a,smd,1,67,2021
Morena,Segunda,Salma Luévano Luna,a,pr,1,68,2021
Morena,Primera,Sandra Luz Navarro Conkle (aún no redactado),a,pr,1,69,2021
Morena,Hidalgo,Sandra Olvera Bautista,a,smd,1,70,2021
Morena,Tercera,Sonia Rincón Chanona,a,pr,1,71,2021
Morena,Quinta,Susana Cano González (aún no redactado),a,pr,1,72,2021
Morena,Primera,Susana Prieto Terrazas (aún no redactado),a,pr,1,73,2021
Morena,Quinta,Verónica Collado Crisolia (aún no redactado),a,pr,1,74,2021
Morena,Sinaloa,Yadira Santiago Marcos,a,smd,1,75,2021
Morena,Baja California,Yesenia Olúa González (aún no redactado),a,smd,1,76,2021
Morena,Primera,Zulema Adams Pereyra (aún no redactado),a,pr,1,77,2021
Morena,Hidalgo,Cuauhtémoc Ochoa Fernández,c,smd,,78,2021
Morena,Quinta,Celeste Ascencio Ortega,e,pr,1,79,2021
Morena,Veracruz,Dulce María Corina Villegas Guarneros (aún no redactado),e,smd,1,80,2021
Morena,Cuarta,Dulce María Silva Hernández (aún no redactado),e,pr,1,81,2021
Morena,Ciudad de México,Guadalupe Chavira de la Rosa,e,smd,1,82,2021
Morena,Veracruz,Jaime Humberto Pérez Bernabé (aún no redactado),e,smd,,83,2021
Morena,Quinta,Jaime Martínez López (aún no redactado),e,pr,,84,2021
Morena,Tabasco,Janicie Contreras García,e,smd,1,85,2021
Morena,Morelos,Jorge Alberto Barrera Toledo (aún no redactado),e,smd,,86,2021
Morena,Tercera,Jorge Ángel Sibaja Mendoza (aún no redactado),e,pr,,87,2021
Morena,Chiapas,Jorge Luis Llaven Abarca (aún no redactado),e,smd,,88,2021
Morena,Puebla,Odette Nayeri Almazán Múñoz (aún no redactado),e,smd,1,89,2021
Morena,México,Vicente Onofre Vázquez,e,smd,,90,2021
Morena,Morelos,José Guadalupe Ambrocio Gachuz (aún no redactado),é,smd,,91,2021
Morena,Chiapas,José Luis Elorza Flores (aún no redactado),é,smd,,92,2021
Morena,Campeche,José Luis Flores Pacheco (aún no redactado),é,smd,,93,2021
Morena,Quinta,José Miguel De la Cruz Lima (aún no redactado),é,pr,,94,2021
Morena,Chihuahua,Maité Vargas Meraz,é,smd,1,95,2021
Morena,Durango,René Galindo Bustamante (aún no redactado),é,smd,,96,2021
Morena,Sonora,Judith Celina Tanori Córdova (aún no redactado),h,smd,1,97,2021
Morena,Guerrero,Araceli Ocampo Manzanares (aún no redactado),i,smd,1,98,2021
Morena,Quintana Roo,Anahí González Hernández,í,smd,1,99,2021
Morena,Quinta,Noemí Salazar López (aún no redactado),í,pr,1,100,2021
Morena,Oaxaca,Ángel Domínguez Escobar (aún no redactado),l,smd,,101,2021
Morena,Quinta,Ángel Miguel Rodríguez Torres (aún no redactado),l,pr,,102,2021
Morena,Oaxaca,Azael Santiago Chepi,l,smd,,103,2021
Morena,Oaxaca,Carol Antonio Altamirano,l,smd,1,104,2021
Morena,Oaxaca,Daniel Gutiérrez Gutiérrez (aún no redactado),l,smd,,105,2021
Morena,Chihuahua,Daniel Murguía Lardizábal (aún no redactado),l,smd,,106,2021
Morena,Guanajuato,Emmanuel Reyes Carmona,l,smd,,107,2021
Morena,Chiapas,Ismael Brito Mazariegos (aún no redactado),l,smd,,108,2021
Morena,Michoacán,Leonel Godoy Rangel,l,smd,,109,2021
Morena,Sonora,Manuel de Jesús Baldenebro Arredondo (aún no redactado),l,smd,,110,2021
Morena,Primera,Manuel Guillermo Chapman Moreno (aún no redactado),l,pr,,111,2021
Morena,Chiapas,Manuel Narcia Coutiño (aún no redactado),l,smd,,112,2021
Morena,Tabasco,Manuel Rodríguez González,l,smd,,113,2021
Morena,Tercera,Manuel Vázquez Arellano (aún no redactado),l,pr,,114,2021
Morena,Cuarta,Marisol Gasé,l,pr,1,115,2021
Morena,Hidalgo,Miguel Ángel Pérez Navarrete (aún no redactado),l,smd,,116,2021
Morena,Quinta,Miguel Prado de los Santos,l,pr,,117,2021
Morena,Cuarta,Miguel Torruco Garza (aún no redactado),l,pr,,118,2021
Morena,Quinta,Otoniel García Montiel (aún no redactado),l,pr,,119,2021
Morena,Veracruz,Rafael Hernández Villalpando,l,smd,,120,2021
Morena,Veracruz,Raquel Bonilla Herrera,l,smd,1,121,2021
Morena,Segunda,Saúl Hernández Hernández (aún no redactado),l,pr,,122,2021
Morena,Quinta,Yeidckol Polevnsky,l,pr,1,123,2021
Morena,San Luis Potosí,Antolin Guerrero Márquez (aún no redactado),n,smd,,124,2021
Morena,Veracruz,Esteban Bautista Hernández (aún no redactado),n,smd,,125,2021
Morena,Quinta,Hirepan Maya Martínez,n,pr,,126,2021
Morena,Tercera,Iran Santiago Manuel,n,pr,,127,2021
Morena,Chiapas,Joaquín Zebadúa Alva (aún no redactado),n,smd,,128,2021
Morena,México,Juan Ángel Bautista Bravo (aún no redactado),n,smd,,129,2021
Morena,Primera,Juan Guadalupe Torres Navarro (aún no redactado),n,pr,,130,2021
Morena,México,Juan Pablo Sánchez Rodríguez (aún no redactado),n,smd,,131,2021
Morena,Segunda,Juan Ramiro Robledo,n,pr,,132,2021
Morena,Quinta,Martín Sandoval Soto (aún no redactado),n,pr,,133,2021
Morena,Primera,Rubén Gregorio Muñoz Alvarez (aún no redactado),n,pr,1,134,2021
Morena,Veracruz,Valentín Reyes López (aún no redactado),n,smd,,135,2021
Morena,Quintana Roo,Alberto Batun Chulim (aún no redactado),o,smd,,136,2021
Morena,Jalisco,Alberto Villa Villegas (aún no redactado),o,smd,,137,2021
Morena,Puebla,Alejandro Carvajal Hidalgo (aún no redactado),o,smd,,138,2021
Morena,Cuarta,Alejandro Robles Gómez (aún no redactado),o,pr,,139,2021
Morena,Tercera,Alfredo Aurelio González Cruz (aún no redactado),o,pr,,140,2021
Morena,Baja California Sur,Alfredo Porras Domínguez (aún no redactado),o,smd,,141,2021
Morena,Chiapas,Alfredo Vázquez Vázquez (aún no redactado),o,smd,,142,2021
Morena,Primera,Antonio Pérez Garibay (aún no redactado),o,pr,,143,2021
Morena,Primera,Armando Cabada Alvídrez,o,pr,,144,2021
Morena,Tercera,Armando Contreras Castillo,o,pr,,145,2021
Morena,México,Armando Corona Arvizu (aún no redactado),o,smd,,146,2021
Morena,México,Arturo Roberto Hernández Tapia (aún no redactado),o,smd,,147,2021
Morena,Sonora,Bernardo Ríos Cheno (aún no redactado),o,smd,,148,2021
Morena,Jalisco,Bruno Blancas Mercado (aún no redactado),o,smd,,149,2021
Morena,Sinaloa,Casimiro Zamora Valdéz,o,smd,,150,2021
Morena,Tamaulipas,Erasmo González Robledo,o,smd,,151,2021
Morena,Tercera,Faustino Vidal Benavides (aún no redactado),o,pr,,152,2021
Morena,Cuarta,Fernando Marín Díaz (aún no redactado),o,pr,,153,2021
Morena,Coahuila,Francisco Javier Borrego Adame (aún no redactado),o,smd,,154,2021
Morena,México,Gustavo Contreras Montes,o,smd,,155,2021
Morena,Cuarta,Ignacio Mier Velazco,o,pr,,156,2021
Morena,Segunda,Marco Antonio Flores Sánchez (aún no redactado),o,pr,,157,2021
Morena,Tercera,Mario Alberto Torres Escudero (aún no redactado),o,pr,,158,2021
Morena,Puebla,Mario Miguel Carrillo Cubillas (aún no redactado),o,smd,,159,2021
Morena,Tabasco,Mario Rafael Llergo Latournerie,o,smd,,160,2021
Morena,Segunda,Mauricio Cantú González,o,pr,,161,2021
Morena,Primera,Maximiano Barboza Llamas (aún no redactado),o,pr,,162,2021
Morena,Guerrero,Pablo Amílcar Sandoval,o,smd,,163,2021
Morena,Guanajuato,Pedro David Ortega Fonseca (aún no redactado),o,smd,,164,2021
Morena,Puebla,Raymundo Atanacio Luna (aún no redactado),o,smd,,165,2021
Morena,México,Roberto Ángel Domínguez Rodríguez,o,smd,,166,2021
Morena,Tercera,Rocío Natali Barrera Puc (aún no redactado),o,pr,1,167,2021
Morena,Guerrero,Rosario Merlín García,o,smd,1,168,2021
Morena,Quinta,Sergio Gutiérrez Luna,o,pr,,169,2021
Morena,Cuarta,Sergio Peñaloza Pérez,o,pr,,170,2021
Morena,Baja California,Socorro Irma Andazola Gómez (aún no redactado),o,smd,1,171,2021
Morena,México,César Agustín Hernández Pérez (aún no redactado),r,smd,,172,2021
Morena,Segunda,Esther Berenice Martínez Díaz (aún no redactado),r,pr,1,173,2021
Morena,Ciudad de México,Flor Ivone Morales Miranda (aún no redactado),r,smd,1,174,2021
Morena,Baja California,Héctor Mares Cossío (aún no redactado),r,smd,,175,2021
Morena,México,Javier Huerta Jurado (aún no redactado),r,smd,,176,2021
Morena,Tercera,Leonor Coutiño Gutiérrez (aún no redactado),r,pr,,177,2021
Morena,Tercera,Óscar Cantón Zetina,r,pr,,178,2021
Morena,Ciudad de México,Óscar Gutiérrez Camacho (aún no redactado),r,smd,,179,2021
Morena,Ciudad de México,Víctor Varela López,r,smd,,180,2021
Morena,Michoacán,Carlos Alberto Manzo Rodríguez (aún no redactado),s,smd,,181,2021
Morena,Tlaxcala,Carlos Augusto Pérez Hernández (aún no redactado),s,smd,,182,2021
Morena,México,Carlos López Guadarrama (aún no redactado),s,smd,,183,2021
Morena,Tercera,Carlos Miguel Aysa Damas,s,pr,,184,2021
Morena,Segunda,Carlos Noriega Romero (aún no redactado),s,pr,,185,2021
Morena,Cuarta,Carlos Ortiz Tejeda (aún no redactado),s,pr,,186,2021
Morena,Guerrero,Carlos Sánchez Barrios,s,smd,,187,2021
Morena,Puebla,Inés Parra Juárez (aún no redactado),s,smd,,188,2021
Morena,Baja California,Isaías Bertín Sandoval (aún no redactado),s,smd,,189,2021
Morena,Primera,Jesús Roberto Briano Borunda (aún no redactado),s,pr,,190,2021
Morena,Cuarta,Klaus Ritter Ocampo (aún no redactado),s,pr,,191,2021
Morena,Tabasco,Marcos Rosendo Medina Filigrana,s,smd,,192,2021
Morena,Tercera,Zeus García Sandoval (aún no redactado),s,pr,,193,2021
Morena,Primera,Hamlet García Almaguer (aún no redactado),t,pr,,194,2021
Morena,Nayarit,Félix Durán Ruiz (aún no redactado),x,smd,,195,2021
Morena,Zacatecas,Bennelly Hernández Ruedas,y,smd,1,196,2021
Morena,Sinaloa,Merary Villegas Sánchez,y,smd,1,197,2021
Morena,México,Nelly Minerva Carrasco Godínez (aún no redactado),y,smd,1,198,2021
Morena,Oaxaca,Beatriz Pérez López,z,smd,1,199,2021
Morena,Ciudad de México,Beatriz Rojas Martínez,z,smd,1,200,2021
Morena,Jalisco,Luz Adriana Candelario Figueroa (aún no redactado),z,smd,1,201,2021
,,,,,,,2021
PAN,Tercera,Alma Rosa Hernández Escobar,a,pr,1,1,2021
PAN,Jalisco,Ana Laura Sánchez Velázquez (aún no redactado),a,smd,1,2,2021
PAN,Cuarta,Ana Laura Valenzuela Sánchez (aún no redactado),a,pr,1,3,2021
PAN,México,Ana María Balderas Trejo (aún no redactado),a,smd,1,4,2021
PAN,Guanajuato,Ana María Esquivel Arrona (aún no redactado),a,smd,1,5,2021
PAN,Puebla,Ana Teresa Aranda,a,smd,1,6,2021
PAN,Nuevo León,Annia Gómez Cárdenas,a,smd,1,7,2021
PAN,Puebla,Carolina Beauregard Martínez (aún no redactado),a,smd,1,8,2021
PAN,Yucatán,Cecilia Patrón Laviada,a,smd,1,9,2021
PAN,Chihuahua,Daniela Álvarez Hernández,a,smd,1,10,2021
PAN,Segunda,Diana Gutiérrez Valtierra (aún no redactado),a,pr,1,11,2021
PAN,Ciudad de México,Diana Lara Carreón (aún no redactado),a,smd,1,12,2021
PAN,Querétaro,Erika Díaz Villalón (aún no redactado),a,smd,1,13,2021
PAN,México,Gabriela Olvera Higuera (aún no redactado),a,smd,1,14,2021
PAN,Cuarta,Genoveva Huerta Villegas (aún no redactado),a,pr,1,15,2021
PAN,Durango,Gina Campuzano González (aún no redactado),a,smd,1,16,2021
PAN,México,Joanna Alejandra Felipe Torres (aún no redactado),a,smd,1,17,2021
PAN,Quinta,Julia Licet Jiménez Angulo (aún no redactado),a,pr,1,18,2021
PAN,Segunda,Karla Osuna Carranco (aún no redactado),a,pr,1,19,2021
PAN,Tercera,Kathia María Bolio Pinelo (aún no redactado),a,pr,1,20,2021
PAN,México,Krishna Karina Romero Velázquez (aún no redactado),a,smd,1,21,2021
PAN,Chihuahua,Laura Contreras Duarte (aún no redactado),a,smd,1,22,2021
PAN,Quinta,Leticia Zepeda Martínez (aún no redactado),a,pr,1,23,2021
PAN,Cuarta,Lilia Caritina Olvera Coronel (aún no redactado),a,pr,1,24,2021
PAN,Querétaro,Marcia Solórzano Gallego (aún no redactado),a,smd,1,25,2021
PAN,Ciudad de México,Margarita Zavala,a,smd,1,26,2021
PAN,Tercera,María del Carmen Escudero Fabre,a,pr,1,27,2021
PAN,Segunda,María Elena Pérez-Jaén Zermeño (aún no redactado),a,pr,1,28,2021
PAN,Veracruz,María Josefina Gamboa Torales,a,smd,1,29,2021
PAN,México,María Teresa Castell de Oro Palacios,a,smd,1,30,2021
PAN,Cuarta,Mariana Gómez del Campo,a,pr,1,31,2021
PAN,Segunda,Mariela López Sosa (aún no redactado),a,pr,1,32,2021
PAN,Jalisco,Martha Estela Romo Cuéllar (aún no redactado),a,smd,1,33,2021
PAN,Aguascalientes,Mónica Becerra Moreno (aún no redactado),a,smd,1,34,2021
PAN,Chihuahua,Patricia Terrazas Baca,a,smd,1,35,2021
PAN,Segunda,Paulina Aguado Romero (aún no redactado),a,pr,1,36,2021
PAN,Primera,Paulina Rubio Fernández (aún no redactado),a,pr,1,37,2021
PAN,Tamaulipas,Rosa María González Azcárraga,a,smd,1,38,2021
PAN,Primera,Sonia Murillo Manríquez (aún no redactado),a,pr,1,39,2021
PAN,Querétaro,Sonia Rocha Acosta,a,smd,1,40,2021
PAN,Cuarta,Yesenia Galarza Castro (aún no redactado),a,pr,1,41,2021
PAN,Segunda,Yolanda Villarreal Elizondo (aún no redactado),a,pr,1,42,2021
PAN,Michoacán,Berenice Juárez Navarrete (aún no redactado),e,smd,1,43,2021
PAN,Guanajuato,Berenice Montes Estrada (aún no redactado),e,smd,1,44,2021
PAN,Michoacán,Enrique Godínez Del Río (aún no redactado),e,smd,,45,2021
PAN,Querétaro,Felipe Fernando Macías Olvera,e,smd,,46,2021
PAN,Quinta,Jorge Ernesto Inzunza Armas (aún no redactado),e,pr,,47,2021
PAN,Guanajuato,Jorge Espadas Galván (aún no redactado),e,smd,,48,2021
PAN,Cuarta,Jorge Romero Herrera,e,pr,,49,2021
PAN,Ciudad de México,Jorge Triana Tena,e,smd,,50,2021
PAN,Tamaulipas,Vicente Verástegui Ostos (aún no redactado),e,smd,,51,2021
PAN,San Luis Potosí,José Antonio Zapata Meráz (aún no redactado),é,smd,,52,2021
PAN,Guanajuato,José Salvador Tovar Vargas (aún no redactado),é,smd,,53,2021
PAN,Primera,Lizbeth Mata Lozano,h,pr,1,54,2021
PAN,México,Ali Sayuri Núñez Meneses (aún no redactado),i,smd,1,55,2021
PAN,Segunda,Noemí Berenice Luna Ayala (aún no redactado),í,pr,1,56,2021
PAN,Guanajuato,Saraí Núñez Cerón (aún no redactado),í,smd,,57,2021
PAN,Ciudad de México,Gabriel Quadri,l,smd,,58,2021
PAN,Guanajuato,Itzel Balderas Hernández (aún no redactado),l,smd,1,59,2021
PAN,Guanajuato,Michel González Márquez,l,smd,1,60,2021
PAN,Primera,Miguel Ángel Monraz Ibarra (aún no redactado),l,pr,,61,2021
PAN,Zacatecas,Miguel Ángel Varela Pinedo (aún no redactado),l,smd,,62,2021
PAN,Aguascalientes,Noel Mata Atilano,l,smd,,63,2021
PAN,Yucatán,Rommel Pacheco,l,smd,,64,2021
PAN,México,Iván Arturo Rodríguez Rivera (aún no redactado),n,smd,,65,2021
PAN,Primera,Juan Carlos Maturino Manzanera (aún no redactado),n,pr,,66,2021
PAN,Guanajuato,Juan Carlos Romero Hicks,n,smd,,67,2021
PAN,Segunda,Román Cifuentes Negrete (aún no redactado),n,pr,,68,2021
PAN,Quinta,Armando Tejeda Cid (aún no redactado),o,pr,,69,2021
PAN,Jalisco,Desiderio Tinajero Robles (aún no redactado),o,smd,,70,2021
PAN,Primera,Eliseo Compeán Fernández,o,pr,,71,2021
PAN,Guanajuato,Fernando Torres Graciano,o,smd,,72,2021
PAN,Durango,Francisco Castrellón Garza (aún no redactado),o,smd,,73,2021
PAN,Cuarta,Guillermo Octavio Huerta Ling (aún no redactado),o,pr,,74,2021
PAN,Jalisco,Gustavo Macías Zambrano,o,smd,,75,2021
PAN,Puebla,Humberto Aguilar Coronado,o,smd,,76,2021
PAN,Querétaro,Ignacio Loyola Vera,o,smd,,77,2021
PAN,Guanajuato,Justino Arriaga Rojas,o,smd,,78,2021
PAN,Baja California Sur,Marco Antonio Almendáriz Puppo (aún no redactado),o,smd,,79,2021
PAN,Puebla,Mario Riestra Piña (aún no redactado),o,smd,,80,2021
PAN,Aguascalientes,Paulo Gonzalo Martínez López (aún no redactado),o,smd,,81,2021
PAN,Nuevo León,Pedro Garza Treviño,o,smd,,82,2021
PAN,Nuevo León,Pedro Salgado Almaguer (aún no redactado),o,smd,,83,2021
PAN,Guanajuato,Ricardo Villarreal García,o,smd,,84,2021
PAN,Chihuahua,Rocío González Alonso,o,smd,1,85,2021
PAN,Primera,Rocío Reza Gallegos,o,pr,1,86,2021
PAN,Michoacán,Rodrigo Sánchez Zepeda,o,smd,,87,2021
PAN,Cuarta,Santiago Creel,o,pr,,88,2021
PAN,Cuarta,Santiago Torreblanca Engell (aún no redactado),o,pr,,89,2021
PAN,Yucatán,Sergio Chale Cauich (aún no redactado),o,smd,,90,2021
PAN,Quinta,Anuar Azar Figueroa (aún no redactado),r,pr,,91,2021
PAN,Segunda,César Augusto Rendón García,r,pr,,92,2021
PAN,Guanajuato,Éctor Jaime Ramírez Barba,r,smd,,93,2021
PAN,Guanajuato,Esther Mandujano Tinajero (aún no redactado),r,smd,1,94,2021
PAN,Nuevo León,Héctor Castillo Olivares (aún no redactado),r,smd,,95,2021
PAN,Ciudad de México,Héctor Saúl Téllez Hernández (aún no redactado),r,smd,,96,2021
PAN,México,Javier González Zepeda (aún no redactado),r,smd,,97,2021
PAN,Segunda,Javier Luévano Núñez (aún no redactado),r,pr,,98,2021
PAN,Tamaulipas,Óscar Almaraz Smer (aún no redactado),r,smd,,99,2021
PAN,Chihuahua,Salvador Alcántar Ortega (aún no redactado),r,smd,,100,2021
PAN,Segunda,Víctor Manuel Pérez Díaz (aún no redactado),r,pr,,101,2021
PAN,Segunda,Xavier Azuara Zúñiga,r,pr,,102,2021
PAN,Chihuahua,Ángeles Gutiérrez Valdez,s,smd,,103,2021
PAN,Tercera,Carlos Alberto Valenzuela González (aún no redactado),s,pr,,104,2021
PAN,Michoacán,Carlos Humberto Quintana Martínez (aún no redactado),s,smd,,105,2021
PAN,México,Carlos Madrazo Limón,s,smd,,106,2021
PAN,Tercera,Elías Lixa Abimerhi,s,pr,,107,2021
PAN,Primera,Jesús Fernando Morales Flores (aún no redactado),s,pr,,108,2021
PAN,Segunda,Luis Antonio Rangel Méndez (aún no redactado),s,pr,,109,2021
PAN,Ciudad de México,Luis Mendoza Acevedo,s,smd,,110,2021
PAN,Colima,Riult Rivera Gutiérrez (aún no redactado),t,smd,,111,2021
PAN,Quinta,Anabey García Velasco (aún no redactado),y,pr,1,112,2021
PAN,Nuevo León,Wendy Cordero González (aún no redactado),y,smd,1,113,2021
PAN,Ciudad de México,Wendy González Urrutia,y,smd,1,114,2021
,México,,,smd,,,2021
,,,,,,,2021
PRD,Quinta,Edna Díaz Acevedo,a,pr,1,1,2021
PRD,Guerrero,Fabiola Rafael Dircio (aún no redactado),a,smd,1,2,2021
PRD,Ciudad de México,Gabriela Sodi Miranda,a,smd,1,3,2021
PRD,Quintana Roo,Laura Fernández,a,smd,1,4,2021
PRD,Michoacán,María Macarena Chávez Flores (aún no redactado),a,smd,1,5,2021
PRD,Tercera,Olga Lúz Espinosa Morales (aún no redactado),a,pr,1,6,2021
PRD,Primera,Leslie Estefanía Rodríguez Sarabia (aún no redactado),e,pr,1,7,2021
PRD,Cuarta,Elizabeth Pérez Valdez,h,pr,1,8,2021
PRD,Segunda,Miguel Torres Rosales,l,pr,,9,2021
PRD,Michoacán,Francisco Javier Huacus Esquivel,o,smd,,10,2021
